Mutation type,Breast-AdenoCA::S.1,Breast-AdenoCA::S.2,Breast-AdenoCA::S.3,Breast-AdenoCA::S.4,Breast-AdenoCA::S.5,Breast-AdenoCA::S.6,Breast-AdenoCA::S.7,Breast-AdenoCA::S.8,Breast-AdenoCA::S.9,Breast-AdenoCA::S.10,Breast-AdenoCA::S.11,Breast-AdenoCA::S.12,Breast-AdenoCA::S.13,Breast-AdenoCA::S.14,Breast-AdenoCA::S.15,Breast-AdenoCA::S.16,Breast-AdenoCA::S.17,Breast-AdenoCA::S.18,Breast-AdenoCA::S.19,Breast-AdenoCA::S.20,Breast-AdenoCA::S.21,Breast-AdenoCA::S.22,Breast-AdenoCA::S.23,Breast-AdenoCA::S.24,Breast-AdenoCA::S.25,Breast-AdenoCA::S.26,Breast-AdenoCA::S.27,Breast-AdenoCA::S.28,Breast-AdenoCA::S.29,Breast-AdenoCA::S.30,Breast-AdenoCA::S.31,Breast-AdenoCA::S.32,Breast-AdenoCA::S.33,Breast-AdenoCA::S.34,Breast-AdenoCA::S.35,Breast-AdenoCA::S.36,Breast-AdenoCA::S.37,Breast-AdenoCA::S.38,Breast-AdenoCA::S.39,Breast-AdenoCA::S.40,Breast-AdenoCA::S.41,Breast-AdenoCA::S.42,Breast-AdenoCA::S.43,Breast-AdenoCA::S.44,Breast-AdenoCA::S.45,Breast-AdenoCA::S.46,Breast-AdenoCA::S.47,Breast-AdenoCA::S.48,Breast-AdenoCA::S.49,Breast-AdenoCA::S.50,Breast-AdenoCA::S.51,Breast-AdenoCA::S.52,Breast-AdenoCA::S.53,Breast-AdenoCA::S.54,Breast-AdenoCA::S.55,Breast-AdenoCA::S.56,Breast-AdenoCA::S.57,Breast-AdenoCA::S.58,Breast-AdenoCA::S.59,Breast-AdenoCA::S.60,Breast-AdenoCA::S.61,Breast-AdenoCA::S.62,Breast-AdenoCA::S.63,Breast-AdenoCA::S.64,Breast-AdenoCA::S.65,Breast-AdenoCA::S.66,Breast-AdenoCA::S.67,Breast-AdenoCA::S.68,Breast-AdenoCA::S.69,Breast-AdenoCA::S.70,Breast-AdenoCA::S.71,Breast-AdenoCA::S.72,Breast-AdenoCA::S.73,Breast-AdenoCA::S.74,Breast-AdenoCA::S.75,Breast-AdenoCA::S.76,Breast-AdenoCA::S.77,Breast-AdenoCA::S.78,Breast-AdenoCA::S.79,Breast-AdenoCA::S.80,Breast-AdenoCA::S.81,Breast-AdenoCA::S.82,Breast-AdenoCA::S.83,Breast-AdenoCA::S.84,Breast-AdenoCA::S.85,Breast-AdenoCA::S.86,Breast-AdenoCA::S.87,Breast-AdenoCA::S.88,Breast-AdenoCA::S.89,Breast-AdenoCA::S.90,Breast-AdenoCA::S.91,Breast-AdenoCA::S.92,Breast-AdenoCA::S.93,Breast-AdenoCA::S.94,Breast-AdenoCA::S.95,Breast-AdenoCA::S.96,Breast-AdenoCA::S.97,Breast-AdenoCA::S.98,Breast-AdenoCA::S.99,Breast-AdenoCA::S.100
DEL_T_1_1,-0.4064953386229977,-1.0528073757898344,-4.174194930088894,-4.209748358323743,-1.402203531103691,-2.2229146472690036,0.953592799698793,-0.5379871896876768,1.3122341033578904,-3.7552033475198945,2.577667347994527,-2.720290295577116,1.8211127240677936,2.96466553440324,-2.940961199365148,-8.237931729449876,-0.040462474309173935,1.6390350452421938,-0.41906359715332364,-0.2721212507287145,1.8436463623628443,-2.877626317234249,-2.1246989881645795,-1.7143056943152999,2.551233912454917,-4.219548968083259,-9.871841131699526,0.7920571996593657,1.1174711825551,-2.1334067011589424,-15.041347933608609,2.499338939941361,-0.421206227715766,-3.9312955066200543,1.361377149089857,-13.63382864759095,-0.358971448277968,-5.886895264010498,-3.2674845683974603,2.203478170198114,-1.0753377659338632,-2.216728590289346,-0.26854911946997895,-1.9602681528296229,-1.0364924281498082,-2.72883489393668,-3.1726063695561635,-6.247585508325205,-0.09274674418185747,-0.6996514836958649,3.386124578470969,-0.2657899296127626,-0.24962088561095763,-2.057977962651007,-1.9246756672231964,-2.9958245678645747,1.8920261905250162,2.448733122692424,-0.8177285130592651,2.2313782853929744,-0.4567000171100973,-4.08504994198409,-2.633623430746921,-4.403900758885671,-1.8432345046966079,-2.7399619863669624,-17.169150217866594,-1.2591726565776797,-1.1144600954647546,0.6733322010340614,6.0745594666235405,2.616124129435054,-0.04933423360763145,-2.144583643339093,10.483175389539078,-0.7847956826088316,-0.12210741366813416,-2.1272011339387564,-1.9231497175068455,-0.13872853422701503,-11.75694400894822,-1.414834821749099,-0.13200699417636752,-5.029963572630702,1.0843929307130407,-4.047171521598514,-2.504057065399259,-1.2927996158001012,-5.220942074679197,-5.5385607797684315,-0.3961628397841974,-3.0052279500173036,-1.0022330017525122e-16,4.980957371930021,2.6269215857164614,7.980101057239834,-7.917107395106985,5.731736557264716,-0.04399938069189613,-1.0802933289885068
DEL_T_1_2,1.892428091029755,-4.650364503261125,-2.4903438677057297,0.6867115326755737,-0.020968760115929186,-2.4009606709783284,-2.2827253739814353,0.7344555211616015,-6.438444878280668,-2.9448021599021796,-0.7318922065053264,-4.556638678819035,1.6647777766883323,2.055095502142395,-0.3929602980888589,4.067638757255409,1.0594759479083162,-1.395387597006911,3.4829418128431424,-2.3247372771284525,0.6596038676097724,-13.949922771203415,-3.7967868018229893,0.1756385885361702,3.640392467827109,-6.29881735705443,-10.510059589924893,-3.20821994993113,-5.966094559126887,-6.225965223578967,3.460639286333784,-12.663465355303664,-1.3813598277221968,-0.29012514073965967,-2.4574805119701093,5.095605577707435,-8.161195142238045,-2.5253946775240266,1.1844562048556675,-7.897332456897267,-2.1889634997755287,-1.5270753261538728,-1.873025094551334,-1.6062113326402088,-1.1833905551040553,-0.9182261047850648,-1.144986716098785,4.8865818587713115,-2.5390878515729707,1.0956525817464193,-3.162772176181793,-0.24388741886668008,2.9017895805885505,6.031358030107228,-3.3810526656859845,0.7981851680110577,-0.5776797794737316,-0.09727211298425864,8.162599995909261,1.815789245110068,-0.6396287152762475,3.1032731652407293,-2.119843696213156,-7.614168344954621,1.7806593637738306,-3.7349441649450306,-7.91968963740484,-0.9819947582653406,11.624869932024449,1.1291179139068324,-1.30655739827451,1.1679624039992245,-1.074400791038272,6.515819585947913,-11.10941617662385,-0.15324205201970909,1.8106469732692965,-2.366121028968413,3.7290436080775162,-2.354964697004011,3.1662576968737994,3.2474654722113705,-2.4158420425033498,1.7919412694051502,-1.620636114047663,-4.444417375060054,-1.504684772429563,-6.172946092325704,-6.596583049163183,5.6105665647384555,-2.7611327504055865,-4.027969850340553,-0.02835480668248173,-11.914561557469014,0.9179103200349488,-7.516364497229629,-1.3602037383442678,-3.203481078428453,-1.3047370299951533,4.309315694425525
DEL_T_1_3,1.035971752972003,2.7511081125897725,3.55314189742254,-9.50225643777173,2.0084515225914146,-1.3893827685021591,24.665327451816587,-7.681377087670494,-0.12011669689039195,-2.659398436113218,-3.6817449449019706,-1.9489387587062899,-6.793285261601383,-6.110645339926389,-1.4683259468770693,10.210065477613767,-4.882668606862682,-6.140042046352971,-2.635080144955931,2.4818928514011844,-1.0121743604557558,7.62943497446572,5.742420492664541,-0.5719273481493357,-15.926212083571276,-3.910983027033339,22.21006457413532,-0.5511738718344414,-2.0568123951672277,-4.268615600897476,12.130025793894045,4.733086227377932,-1.1883645123681617,-0.1416358593772955,-4.0844925494512605,-0.7547237115854273,-7.594933929821515,1.000071977349407,3.7798134073849035,11.71423431104553,-3.249731171544485,2.4941731477805344,-10.049056175224425,4.635861173333263,-4.799198687991936,-1.9946581719097622,-7.657245354783024,8.917524984901757,0.4555700036120829,-2.9358794642598047,-1.5991418545156435,-0.287172682182587,4.590467855625331,-13.979322667242009,-0.7005403425384005,6.207798998727164,0.18566717711961545,-5.301736397705644,-7.222039852756893,-2.40142857375357,1.2224928010387968,-8.823840424048147,6.543881865850388,-17.880174774951715,1.5396410683226227,2.688693370028979,19.055377766039275,0.6810367230941692,-5.394621652311571,-0.5398053469107387,-0.9138570283801641,-2.9722135725027545,-1.3041951162185015,-4.444492537797036,-6.83054630695144,-1.0455940755341349,-2.996241644284506,13.518397109523871,0.514021084313292,-2.0659147958946473,17.021248279818018,-9.133472885427764,-0.4087168818490179,-0.6736176416291588,0.6660401242751242,-3.663299630608744,-5.9529509402658825,6.770120958257696,2.0708491773647033,-7.401197857820293,1.8245433289677724,-0.527627385429021,-0.06951606188031764,-2.8182689075846312,-0.19612617451351255,-0.7625538038244031,-1.4561109513693005,-4.34378128587576,-3.779915833867137,-1.0629225627498293
DEL_T_1_4,2.2367169103578224,-0.7559880377787849,-3.514609216271646,-2.3815988066795235,5.30554808829352,-1.3102799357764634,-11.460820848666081,-7.100170288591491,-7.548948108773072,-3.5799290428901163,-3.122251360261989,2.221958275706203,-16.572725245627012,-5.615411159556853,4.231416245443317,1.0142106583883006,-7.580424472762225,-0.7027569449225126,2.482024546880975,6.014024191803604,-1.086466249789118,7.09938659159271,6.124048710565955,3.145253020873332,1.9284013826425834,-0.5387531705275332,-16.342534100671237,0.7928480407288152,-1.961947637121085,-3.169765286797656,11.758235151082896,-13.098327101419077,6.248262859164456,11.482019205488891,1.299410979701042,5.671769074837513,0.33507959474532,0.8028154011737811,4.944677068484953,5.469316873454588,-2.315148680566585,0.5310372664046419,4.583916639160041,-6.313212160851993,2.500135281940082,-2.38399690236969,-1.8327457863316932,4.0241518564698895,-1.6865406055133185,-1.4187476712522944,-6.357540150477014,-0.10216467596822998,-2.247369045864776,-15.146513414546007,0.5005643639007715,-1.0769655102449534,-2.1890633271635744,-3.5492364084868573,-9.891195580303073,-0.996603254135632,-0.0542569742779857,-3.46249239689422,14.544618619009722,-12.068803524126462,3.9767987367205286,8.304052242865454,3.383270537915678,1.13067678707913,-6.381431610576762,-3.1720610907322886,4.080644920878003,-5.079142343303058,1.7435453632664242,-5.441627709849058,-9.833714276722826,5.153557284461507,-5.395119597068916,-4.671611645400139,-0.3752702392362153,-5.882088829853414,-1.1003991571472653,-6.65666078991303,-1.321796310290261,1.3286910168658466,6.486146406387471,-3.878658607344132,-4.764283422029392,-6.289185219560755,0.8007138168853363,-16.242417199633053,1.2043367631712067,-0.6415642799278771,-0.12993972062981174,-25.468272189656446,-2.5129228531425625,8.940004853300804,1.7539731899566195,-4.133857550684734,0.3793358871056913,-9.216317278400366
DEL_T_1_5+,-0.20444056940664268,-0.010408709936698735,0.08776808635828814,0.3482684872366768,-0.30544306373901975,0.08566623146304497,0.2610452485872905,-3.3126046271588407,0.4426486894694197,0.3618532279349853,0.298811661141297,0.08705361060732741,-3.528332337892814,0.5390152429671957,-0.09564214837585361,-3.308934729806639,0.6150814887441456,0.12613864077947312,-0.05247484756976917,-1.8524731064179942,0.09733647253467836,-0.5635977700270303,-0.8693070060914181,0.006182438953910463,-0.1276385612529367,-0.002121529444042203,0.5881400120793217,-2.94956522652008,0.2148527554180859,0.4895485861553972,-0.9807352912129375,0.8848427286674081,-0.3474854923211286,-0.9002256159739801,0.12940408129819758,-0.24518328883798546,0.1818363005652479,-0.037617544666531444,-2.9357987546857993,-0.4519060170607787,-2.3457333753156817,-0.06645260154195043,-0.14409496628247354,0.30802949271759594,0.07977816651317937,0.06219195258453425,-3.3032541281958183,-0.2742405576564435,0.09745182858081947,-3.201017012696162,0.3218821918106869,-0.2700688315549434,0.21260547730878443,1.2090282312865264,-2.987858280497438,-0.04138424025330334,0.2201850699745762,0.3555449014691945,0.45937640205424657,0.18715409004756367,-0.06816547742837642,0.35441254317648685,-1.5893390551170068,1.0193735581976568,-0.5321848378426708,-0.5998054049534822,-0.5781653938494085,-0.06402240274842086,0.47407282422190633,0.18957200447006528,0.03013953202741604,0.5367526555380522,-0.1397568926849715,0.36733000892702705,0.6077430696600068,-0.2675716089093245,0.3621600721401492,0.07061647078987221,0.009727979777167661,0.44279072728403435,-0.1893726719201254,0.5475342507174616,0.14792667914433466,-0.14591012997466102,-0.3819129902626699,0.3435197447636238,-1.4646363570984233,0.33365374487704,-0.129342556094862,1.0151449930279455,-0.19769723557308794,0.060104690183507614,-1.0022330017525122e-16,1.7743551878461403,0.153095110298203,-0.3765968623608984,0.39943201961372665,0.5333186650927395,0.07239954409890537,0.5136538730858753
INS_C_1_0,-0.31779198530795844,-0.43976488442691364,-0.42695563574309664,-1.1011057879988575,-0.5558316278595249,-0.23867494384975305,-0.8188703947173372,-0.6561587796283437,-0.38874578717133607,-0.31083438176766703,-0.05523410554825921,0.45999332125665515,-0.03874108087647632,-0.7849264526797304,0.4791698854663099,2.751038360542557,1.394553438367998,-0.07501139055177199,-0.9844191978566592,-0.3821179111680772,-0.3151427674708034,-0.38867676759305436,-1.020116002758702,2.364703650398214,1.671920578285457,-0.1092622303008692,-0.05679724157306523,-0.7647669234862684,-0.2149189419561945,1.0598169189926323,-0.3092333869413542,0.8032581296964798,0.8868473996100794,-0.18941939584280582,-0.27961680306550685,-0.25071807683913705,1.6977044324229875,-0.4626879628966218,-0.09346223360209535,0.5122964112402355,0.39626518181465786,-0.08069713792711561,-0.42757934454531477,-0.2912585014551853,0.5388114027086176,-0.19109377455680113,-0.5601863236391039,-0.33086505380033515,-0.21667253153403568,-0.6684234856196534,-0.9604101435319673,-0.0702937286832397,0.24844836224307687,0.4889057623751428,-1.0379629014667262,1.2546385691337474,-0.6087932884269287,0.9687349329181231,-0.5840813692128107,-1.4299350116655718,-0.0022916109482869615,-0.3413910439603674,3.564383700079006,-0.14989925159039136,-0.5253442558708444,-0.31701904730028596,1.0736046699977484,-0.10891675207207151,-0.28230929732829546,0.8274288924282622,-0.17527841819713444,-0.5333851789311224,0.8102388731599492,-0.10932060586385908,-0.33071601908289683,-0.20915334354718818,-0.024423560868441514,-0.4127342140677176,0.44649611701385505,-0.2315951682798473,-0.054348860616445706,1.432232184092924,-0.1860244967459062,0.6835466880527132,-0.05080929189525118,-0.3059111302838471,0.37866853436816983,-0.11805496127506959,-0.8389520065249583,-0.45691695026744594,-0.0030515676134786015,-0.4058768218096749,-1.0022330017525122e-16,-1.946270415097096,-0.37964073960289735,0.7103805258620968,-0.6606737362561023,1.6338768959959395,-0.8738219249818014,-0.5336615420516501
INS_C_1_1,-0.2793103000522194,-0.35793455694539794,-0.33876082665921486,-0.9174010909718009,-0.8903887476560948,-0.5847319544640497,-0.772604022650178,-0.4074298211273728,-0.33243064170925185,0.7556804741197387,-0.0463937717248955,-1.2259052967123334,-0.8759765742722632,0.33523330531470097,0.5874311964444761,0.8739880151897839,1.0271657888427743,0.542462019538728,0.1473785414924893,-0.3384397683735177,-0.25595126481723746,-0.4313771173032902,-0.8684864922144656,-0.5255464298455074,-1.8343235477068078,-0.10401699101549754,-0.06062912029591689,-0.6073847251894046,-0.2004877937415245,0.2443642605777202,0.641304606915657,-1.67036482054267,-0.09209971781899969,-0.19209998473170922,-1.0904791102276203,-0.36223753523916324,0.7610160686999796,-0.029794883182980847,-0.24589871005291958,-0.4787112586729755,-1.0049529413721936,-0.22535267558973485,-0.44641042618465826,-0.2310374704155982,-0.3959619505319225,-0.19996996523715715,-0.4714359784776249,-0.3029462641579529,-0.3121343026892368,-0.5453337380481227,-0.8918546155740175,-0.055159375642858555,-0.6651259628221762,-0.6269915521872795,0.1855121835498026,-0.17172729786437047,0.37247562170070947,-0.03784369404708983,-1.122118483383876,-0.13954161711012913,-0.03322554853861559,0.7113895614502102,1.1268143833780564,-0.14716665906898355,-0.5092531521705241,-0.2989722199367426,0.09836989609004909,-0.1224259020992216,-0.25390188613502856,-0.15244484821698182,-0.2362108159477181,-1.2845390265741436,-0.17931035087130678,-1.652047635176714,-0.313784804803866,-0.2208033377835954,-0.5353525639499531,-0.42245573051867763,-0.7668866050411499,-0.2182299033603364,-0.5991961492169863,-1.3326290909917617,-0.2155586318978992,0.693543335941107,2.0911629349593674,0.9237010152832941,-0.762825375779683,-0.6107253868873364,-0.7039825047346548,0.6264794606761639,-0.025514661536730394,0.6395911958220867,-1.0022330017525122e-16,-1.648103450674508,-1.1733270742904458,-0.9967981394199851,1.182619176883579,1.0597044924544639,-0.8575508143125767,-0.542853918820744
INS_C_1_2,-0.21601480428157788,-0.2035226917727153,-0.2566683342632556,0.575161492334022,-0.3514630496463249,-0.36915801885734234,-0.685226779380003,-0.19536764416163646,-0.07460381892372527,-0.2161542332804259,-0.03312602056714746,-0.8376023701921674,-0.35779585214026466,2.971262570309875,-0.3356671336573361,-0.751671231560654,-0.47630484002053786,0.7218523320800936,0.4371961431435579,-0.3607797591859815,-0.17057966898877577,-0.6297310239638599,0.8236031778897893,-0.4634304898610427,-1.3233413756387666,-0.14254948421620678,0.8861759478323501,-0.3797058500810892,-0.18669983333805457,-0.4463631450646643,0.4202694820027624,-0.8481780648347952,-0.07083698365945097,-0.17053455451372895,-0.29365452726436436,-0.6031403863887673,-0.20869264038177712,-0.5965891320339579,-0.523413362108361,-0.5287445670002648,-0.5072987702544318,-0.16157691526701518,-0.38354385953606196,-0.19190286581908628,-0.13763688621429485,-0.15175945662402734,-0.43631209556930217,0.6547494490389992,-0.24687347644177224,-0.4149471772163148,-0.28452360758079326,-0.038830680385283166,1.77971503264002,-0.24831812483152665,-0.5733769773440053,-0.6155626949398559,-0.40222523092653234,-0.0620700552335031,-0.8652957385913228,1.2661878940744664,-0.028070976545355376,-0.17199094448389157,-1.4768907095585353,-0.15225847326797065,-0.3565482924853683,-0.3542434263322165,0.02189679464348626,-0.11212520532728451,-0.22366803182401299,-0.07456376127656261,-0.2044029362514318,0.5807965813785956,0.8730041905911308,-1.2486876787155148,-0.4395058607930438,-0.16469283654556308,-0.433631510793667,-0.2898083396893347,-0.34798583658544324,-0.15015130083319858,-0.4450690067102662,-0.3176738299704221,-0.15372320718554824,-0.34307055315016055,-0.48617700702128874,-0.4069011512286889,-0.5101457576450897,-0.5424546408735482,0.3929478928485084,0.9609405684294028,-0.026264272729081328,1.6987403463259543,-1.0022330017525122e-16,0.4931918581261979,0.6714727849474322,0.4042268684467165,-0.6292435742987942,-0.6413887905982161,-0.5938325283121586,-0.5643434546541299
INS_C_1_3,-0.08730574637355333,0.8310722600911338,-0.05576140546504594,-0.19039935171127836,-0.22835281483799422,-0.12216109758773556,-0.2906811099455775,-0.19525827370060028,-0.3776582805513051,-0.11687140999425928,-0.01497082673344604,-0.15269342861826965,0.7920466863905826,-0.6931915361259222,-0.03862360798456436,-0.2085985906097852,-0.323959249975621,-0.21278786846065217,-0.21280677109336618,-0.09383386327960386,-0.06856110252992222,-0.12021284269221949,1.627208339464799,-0.2310317679064526,-0.473725242521589,-0.038708369835781374,-0.06713305632864174,-0.13233316187071703,-0.1604393181784021,-0.14803688298170184,-0.10242431050746054,-0.3242601992491609,-0.01384250336789554,0.8976725167673176,0.8268862642458179,-0.2454703011336571,-0.0327988464397885,-0.3716016786647879,-0.20150683314789114,0.6737130869540231,-0.1589538908297504,-0.08720548546948381,-0.16461431934929746,-0.1196254133318212,0.8908929632982378,-0.08032880263896194,-0.09904439119018378,-0.21028077750396043,-0.09129636665181859,-0.1676578959173037,-0.4974798571550082,-0.016717822779667657,-0.3041847099733189,-0.11139630166126681,-0.0479214686289522,-0.22184435760367566,-0.12455585414191672,-0.09143313500473323,-0.2578485695334589,-0.12097079752402608,-0.05896803729068857,-0.049548470486512876,-0.4520232670528829,-0.0793000946903798,-0.31855493504393995,-0.15844698627740486,1.8096390168479706,-0.03428350774636182,-0.10623182694793867,-0.03624452820714106,-0.17787937989006664,-0.19620279249803363,-0.09961753454437179,-0.5812692123192504,-0.08227342347689429,-0.10902868302826205,-0.17666882859394023,-0.23982769840162668,-0.17218890635135609,-0.1569656906185779,-0.29747899168691583,-0.2451419002013971,-0.06187066686076116,-0.10694753846351718,-0.4792581381118708,-0.1433244993364693,-0.1279992420050948,0.7501040324516655,-0.1854998725387426,-0.302272611545095,-0.046625936298561765,-0.1076443789103124,-0.025615561577661653,1.7344384847322474,-0.3376316593470837,-0.24324844415188251,0.22050012410254072,0.6152263844929088,-0.11893108753707152,-0.17432621120706837
INS_C_1_4,1.600616569952781,-0.37861081485172404,0.8053661508319634,-0.4151764620116911,1.6845462619051839,0.86507658189587,0.6320758663006576,0.678016399547072,-0.7684992312788234,-0.2821096544954282,-0.03993892173728658,0.41874249153395904,0.5883517602111641,-0.39165830586890293,-0.17179214773408302,-0.3231638714054104,0.456631908423507,-0.27844746400230125,0.33398560446763326,-0.18726504363096358,-0.2487383218835873,0.7557216674317613,0.1806989392010624,0.459918273209045,1.0512315880211207,-0.07454350752747982,-0.2641487002511495,-0.34616054739817687,0.616291768553378,-0.40869864465807426,-0.10804758599594934,-0.8725602930263411,-0.06419267303790141,0.6550783803427498,-0.399998642784291,-0.42280944447766255,-0.11683446704693784,-0.6660558935803738,-0.08598686736620074,0.3486099317837963,0.8497661800152829,0.8097897571891154,-0.3386394242063677,0.6973435775501178,-0.37612094693222325,-0.23071922149751498,-0.22748023397443173,-0.42204159000746266,-0.1775417999172899,0.603601517354632,0.8753491472923969,-0.04312281686469159,-0.05018960782212156,-0.1349358623302829,-0.21688532424230364,-0.24148202024535714,-0.4649247541364179,-0.306774303724336,1.7447996331871947,0.5839579021521997,-0.13435157419112578,-0.21942827746519078,2.2987335918604876,-0.43427350577306645,-0.4342554493451232,-0.3182006153220791,-0.24858199057658034,0.8991862610075192,-0.3932193919500566,-0.195564673011069,-0.1410598809730735,-0.5558396053209368,-0.4834046198476943,0.2939805965168042,0.8378055426566173,-0.22279004254723625,-0.23568678769573637,0.09126247651394581,-0.28988839953547735,0.32144472666362933,0.6988315282361219,-0.6011975305928757,-0.12144671404571043,0.819515600949305,-0.26634345632285483,-0.3374773181467123,0.7752097843092747,-0.5857516822042638,-0.48298828343505296,-0.4172499390932055,-0.250852993437765,-0.33438716391145096,-0.054063809077164786,0.3237076876167835,-0.6641046597669995,-0.3184488065974663,0.017158204989775494,-0.31191633654431467,-0.289308915911388,-0.24967673312983152
