Sample.ID,Tool,MD,SMD,sens,prec,F1,Combined,cancer.type
ColoRect-AdenoCA::POLE.S.2,deconstruct_0.00,975.615045139701,0.641852003381382,1,0.666666666666667,0.8,2.02481466328528,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.3,deconstruct_0.00,24.9925719808805,0.124962859904402,1,0.5,0.666666666666667,2.3750371400956,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.4,deconstruct_0.00,423.500082815304,0.282145291682414,1,0.5,0.666666666666667,2.21785470831759,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.5,deconstruct_0.00,4591.68120519895,1.0497670793779,1,0.666666666666667,0.8,1.61689958728876,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.6,deconstruct_0.00,888.714085369632,0.301259011989706,1,0.666666666666667,0.8,2.36540765467696,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.7,deconstruct_0.00,746.000000000002,0.443256090314915,0.5,0.25,0.333333333333333,1.30674390968509,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.8,deconstruct_0.00,0,0,1,1,1,3,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.9,deconstruct_0.00,2954,0.619417068567834,0.5,1,0.666666666666667,1.88058293143217,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.10,deconstruct_0.00,517.953182787704,0.169431855671477,1,1,1,2.83056814432852,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.11,deconstruct_0.00,960.98019754436,0.483633717938782,1,0.666666666666667,0.8,2.18303294872788,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.12,deconstruct_0.00,17.5607162064614,0.0344327768754145,1,0.666666666666667,0.8,2.63223388979125,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.13,deconstruct_0.00,2270,1.60310734463277,0.5,1,0.666666666666667,0.896892655367232,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.14,deconstruct_0.00,230.069682901884,0.223803193484323,1,0.5,0.666666666666667,2.27619680651568,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.15,deconstruct_0.00,206.117927563646,0.269083456349407,1,0.25,0.4,1.98091654365059,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.16,deconstruct_0.00,365.467256114498,0.0954721149724394,1,0.5,0.666666666666667,2.40452788502756,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.17,deconstruct_0.00,300.647248440352,0.466843553478808,1,0.333333333333333,0.5,1.86648977985453,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.18,deconstruct_0.00,956.831983697576,0.504126440304308,1,0.333333333333333,0.5,1.82920689302903,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.19,deconstruct_0.00,1677.33431549424,0.394481259523574,0.5,0.333333333333333,0.4,1.43885207380976,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.20,deconstruct_0.00,1630.72475622074,0.678902896011967,1,0.25,0.4,1.57109710398803,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.21,deconstruct_0.00,318.858142712159,0.134482557027482,0.5,0.5,0.5,1.86551744297252,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.22,deconstruct_0.00,0,0,1,1,1,3,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.23,deconstruct_0.00,1036.76027788084,0.382145329111993,1,0.5,0.666666666666667,2.11785467088801,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.24,deconstruct_0.00,14.1187669631818,0.0312362100955349,1,0.5,0.666666666666667,2.46876378990446,ColoRect-AdenoCA
