Mutation type,ColoRect-AdenoCA::MSI-H.S.1,ColoRect-AdenoCA::MSI-H.S.2,ColoRect-AdenoCA::MSI-H.S.3,ColoRect-AdenoCA::MSI-H.S.4,ColoRect-AdenoCA::MSI-H.S.5,ColoRect-AdenoCA::MSI-H.S.6,ColoRect-AdenoCA::MSI-H.S.7,ColoRect-AdenoCA::MSI-H.S.8,ColoRect-AdenoCA::MSI-H.S.9,ColoRect-AdenoCA::MSI-H.S.10,ColoRect-AdenoCA::MSI-H.S.11,ColoRect-AdenoCA::MSI-H.S.12,ColoRect-AdenoCA::MSI-H.S.13,ColoRect-AdenoCA::MSI-H.S.14,ColoRect-AdenoCA::MSI-H.S.15
DEL_T_1_4,419.6670169429158,-411.16834129457425,1938.2939750608432,2452.418198142838,-776.1635826165393,-3584.818268160934,568.8349631180265,3458.614663891023,890.0970738510218,49.62986246834089,-2525.2739641563894,99.67960594667056,37.05946627145158,1191.4050983308896,-779.150581210467
DEL_T_1_5+,-58.24103906779055,38.39912610890315,-113.31380565249128,-187.38070930065442,-13.540583480978967,256.4197051320516,-30.02559742991434,-243.8568695836475,-9.627424689402687,32.86066069393564,359.2609525376174,-56.232075895655726,-20.458864031592384,-105.74982823223036,64.74062876813696
INS_C_1_0,-1.3806371051193316e-13,-1.2025440652069848e-13,-2.451607537313713e-13,-2.2571551455856074e-13,-3.2585570013821815e-13,-5.019507598799381e-13,-1.0450533915562235e-13,-1.1374292222022073e-13,-3.635406628196445e-13,-3.148914613775394e-13,-1.019769861713328e-12,-1.7593103879216745e-13,-3.2242098100637013e-13,-1.5882799317636539e-13,-5.372394309362963e-13
INS_C_1_1,3.5656034065089255,0.9174191297498551,5.119479028198366,6.027015086538782,11.271464258334401,-14.849588155064001,-1.863148169623244,3.9570749825639,10.910064901058474,-14.098366812834747,-30.774996844305356,8.058038897360433,-0.5134559370062668,29.098858084729596,-9.209186523981476
INS_C_1_2,0.2574366339121008,0.5288485953125911,-1.024859044608199,1.5028489920419514,-0.16137198572691558,-3.3293949136340193,-0.21501714360532917,0.4180198062916536,2.3739470386991277,-1.08864716154216,-3.744297645735868,3.0834557236212405,1.3250704961124353,4.088166473531275,1.0139689421988562
INS_C_1_3,-2.8624514074668674,-5.313946144855958,-17.99082022258454,35.425580497238215,21.52297624191374,-44.64909475604237,0.04591685631349307,23.801681276855987,-15.949299881798765,0.7166903885035865,-31.581289921862577,33.307465663817645,-8.358644039150974,9.574550034478452,-58.381828250481206
INS_C_1_4,81.38624656542227,-35.915389577747845,-29.801387243189822,-31.39210587475617,50.786932398817726,-259.0261550261666,25.216149423135533,22.293056902874923,99.41751723212195,-29.13049170793485,-527.3490659798547,63.77256024308548,-26.85827199407737,31.13895511377578,-118.01321579587409
INS_C_1_5+,406.7502651157115,79.53209594999703,-305.1356637414392,508.709423217634,106.09734005023108,54.08631710260852,-369.16006736194447,606.832699146295,-391.6900747899865,463.12782555327317,-1868.582983060931,328.4470056147177,636.4095966107554,68.39740576165798,241.77530422006566
INS_T_1_0,36.32898430083873,-15.853336742785523,-31.51491910677015,17.082100972186524,-39.59937862096977,-79.82777056786102,8.357357016474026,41.548276093553355,-34.14167761891218,-46.91163047136665,-295.360494043914,138.47719150720073,-49.164187868213816,96.02674659745989,-174.79760296238294
INS_T_1_1,-0.317923940297057,1.400710531194005,-1.103678955961317,-2.2571551455856074e-13,0.9999999999996741,-5.019507598799381e-13,0.12230456636083842,-0.31657577915627955,-0.44144281266703556,-3.148914613775394e-13,-0.8718224378158941,-0.4596117015724165,0.1489153394862086,-0.26002519504034055,1.1045032216463353
INS_T_1_2,26.140218685942195,-5.503554321903138,-12.59174461700006,5.026484422438166,-28.377061070261192,-22.222457219593906,-0.5104604553330496,30.11241916487029,-23.055226402541727,-44.5810549188591,-95.8187328710336,9.165521079933416,-32.4369814880464,24.23702489721182,-11.903927854286522
INS_T_1_3,41.83407800146526,60.42634118220654,-59.56726336576622,41.12086311654185,26.667773491145937,-0.6080852931714844,-70.30122389963047,40.61313333992014,-33.97919214315897,10.673582074671273,-279.5069571364105,58.72464219217625,8.1606605567423,44.93420289360856,-188.95776878566113
INS_T_1_4,-83.18583726327805,-241.29886563680992,-183.38072441321935,223.71542933723725,15.301507377283428,176.82691164515228,-149.22281279412766,8.746225511102978,-368.9454463371411,-54.01814956637338,-904.9243017838842,283.1202805924807,-418.55687613496264,230.2024387505822,-803.5747241053862
INS_T_1_5+,-31.0841963904968,10.258570916364988,5.5869941877353995,2468.9941683105244,7383.577043438612,2275.9231845218997,13.201331056592608,-59.08056977864817,28.807279508619104,3156.2723370786434,154.06995634403575,-20.157641786019667,-7.071444724973844,-25.36339689056149,23.19893302841956
DEL_repeats_2_0,5.945136863004485,-8.147745927076354,2.8038731316095493,5.639434753335879,14.486557877483195,6.183784297424616,2.7142333069954248,9.972093695024807,-16.704856895677935,-3.058748201719837,-19.77971641852811,-1.5546535278401379,-8.960498730700806,7.872454961078823,-37.708580436586786
DEL_repeats_2_1,192.22600539969108,-30.32062454206732,74.98601915181197,-41.937395993754194,89.58442521828238,-388.5201361200285,-16.85874429981488,193.14097272167118,-47.131652911124604,-150.5092185160455,-433.13505725684854,102.23765247236526,-170.91803778123884,29.92125599531616,-23.18417243300337
DEL_repeats_2_2,30.84967981509594,11.709224738980318,113.70368674658988,40.309481740725204,105.41918209431779,52.9632722141325,-13.475032959272568,0.20177186607464392,-38.69947508360815,-99.44685057870913,-148.47327419246363,109.90549414598495,-15.224546027438265,107.57934513607283,-86.16905815151682
DEL_repeats_2_3,19.687566426579295,-8.635765963692691,5.4045960146589636,-5.231315630738472,49.03248099925334,-15.914860097394666,3.6412891342593294,24.23153734959307,-49.13019499993973,-13.91611270438031,-128.85387232777146,120.2796771059932,-22.257836232911686,6.525895743181771,41.31924490162959
DEL_repeats_2_4,-4.426552248093664,-6.67161616753847,1.0063729156014176,68.60361134540238,-15.75508084412634,-49.07251583859076,8.573058926997392,23.980749040251126,-11.688347721375663,20.692947768198465,-43.89784617192851,9.525020628142652,27.466233311589768,65.95399918707739,-27.77576863312308
DEL_repeats_2_5+,-1.5847003202274497e-13,-1.3320207871058012e-13,-2.733248190793804e-13,-2.6685859569328574e-13,-3.852521821887288e-13,-5.934455819340027e-13,-1.1041420722416376e-13,-1.297362710549532e-13,-4.082260877103522e-13,-3.722893986412934e-13,-1.1776284229701872e-12,-2.0111851508959796e-13,-3.6844957805976695e-13,-1.8388601375107787e-13,-5.918173836697562e-13
DEL_repeats_3_0,-0.3644146517267548,-0.12890557932162094,3.0043265888263906,2.28571039696658,-1.0311889244880321,2.4115482282280443,1.1087179216377239,-0.2835170367306239,-2.3556780793767524,1.0035080336153817,-3.687932628520855,-0.8976046671099649,-0.5032548670242982,3.738788094301908,-7.147382164259213
DEL_repeats_3_1,147.66498893686907,-71.49135231477442,38.05231733798746,-18.902013655502685,-79.74433887649144,-419.794722778577,-51.19717944310946,-18.501762299723538,-147.75319701408034,-219.85651221996585,-618.7052204746592,51.82279078248362,371.32095409017626,179.53986717719337,-348.2997435912231
DEL_repeats_3_2,-23.969959759759277,14.379900699601585,19.356124299444005,-23.85162667038412,-38.90481899878597,-26.99051328917244,9.450985919947257,93.09081519618178,3.363142197056902,-125.54863883171521,-103.78971734679556,165.11901938643496,-29.637930672307476,54.34112465711482,-46.85900529949484
DEL_repeats_3_3,-7.338979491423515,-4.7605119054940825,-4.915328158420991,-2.00509667331324,7.788539556570932,-21.159202675388507,-6.389535768580812,28.140947726524946,12.735192024298989,-2.09397690167075,-54.51019952128867,22.682373197028767,-6.577279878653762,-11.406589506006803,-24.191393712478884
DEL_repeats_3_4,-1.386305527761224e-13,-1.2061406408152854e-13,-2.459430888799271e-13,-2.268583779234142e-13,-3.27505602417399e-13,-5.044922827147731e-13,-1.046694743797485e-13,-1.141871819100744e-13,-3.6478192462216414e-13,-3.1648584852375476e-13,-1.0241548217482407e-12,-1.7663069091154053e-13,-3.2369955314674224e-13,-1.5952404930344074e-13,-5.387554851788924e-13
DEL_repeats_3_5+,-1.3806371051193316e-13,-1.2025440652069848e-13,-2.451607537313713e-13,-2.2571551455856074e-13,-3.2585570013821815e-13,-5.019507598799381e-13,-1.0450533915562235e-13,-1.1374292222022073e-13,-3.635406628196445e-13,-3.148914613775394e-13,-1.019769861713328e-12,-1.7593103879216745e-13,-3.2242098100637013e-13,-1.5882799317636539e-13,-5.372394309362963e-13
DEL_repeats_4_0,-1.1294660424797716,-0.7002022545739055,-1.2037542514600825,-0.6914323357363507,-0.998190878904415,-0.5376213150752531,-1.2706723995248859,-0.05196830794143459,-4.3170142198762305,-0.9646042234603105,-7.283687348421433,1.4396562085545743,-2.879073133838288,0.9355979055137515,-5.080513779595227
DEL_repeats_4_1,89.93011881742507,-19.43905532791115,44.57558057446275,74.09722749333834,45.45791032193918,-177.86604870736568,13.024147752445387,86.92817432167172,-124.52130103351669,-66.669179846481,-355.70792101877146,237.7142392961464,87.72320816211123,331.5544149961274,-98.08223247701326
DEL_repeats_4_2,25.576475381392736,2.182013841333138,-5.340280012383534,5.954573839101368,22.18106454696384,27.960548800837643,-1.5290140182464675,16.90649003379789,-6.833910392609255,-6.310889072082567,-100.26570984265769,12.957392673411345,-8.800114249550347,15.071073001417279,1.5849220879736379
DEL_repeats_4_3,-0.20604716303280618,-0.13073552336177077,-0.28437882650012686,-0.4154308331242371,-0.5997394784822395,-0.9238435504625695,-0.05966315396992778,2.8385116027381616,-0.45119866521601454,0.420440272350706,-0.5939329726909415,0.7456764546078514,-0.46476097302534036,-0.2530164021919099,-0.5510857171839243
DEL_repeats_4_4,-1.3806371051193316e-13,-1.2025440652069848e-13,-2.451607537313713e-13,-2.2571551455856074e-13,-3.2585570013821815e-13,-5.019507598799381e-13,-1.0450533915562235e-13,-1.1374292222022073e-13,-3.635406628196445e-13,-3.148914613775394e-13,-1.019769861713328e-12,-1.7593103879216745e-13,-3.2242098100637013e-13,-1.5882799317636539e-13,-5.372394309362963e-13
DEL_repeats_4_5+,11.80846081230036,-2.2135947329419343,-5.022146286293303,-1.0236654594456827,-9.358044413464025,-8.738472212308203,-0.35622358893283046,0.09907596844177924,7.907429258361988,1.2260108701690626,-38.47495407053207,2.309607456981759,17.938258828047978,7.490567425874285,-11.026299315369084
DEL_repeats_5+_0,0.8429560632352753,-0.8165112032213976,-1.734673058793149,-2.200011977342934,6.823938112576861,0.10756854294237606,-0.49781531564598425,0.07920685246704617,2.3119098022149736,-3.0691952564646248,-5.828882244769233,4.557939950402162,0.3624072671214087,0.606215767325722,-1.518339853703485
DEL_repeats_5+_1,7.106787906770677,-0.3797219808275969,30.307422861217063,-11.144469160579575,55.36980824558324,-93.37073694978073,2.41152922051975,85.36272091954244,-158.61365887637822,-97.36534302510381,-192.66992379531587,-18.335742482515485,11.62497124719954,328.1439394978702,-125.40328012830483
DEL_repeats_5+_2,23.736495504071115,0.9723682966021165,-2.010319628752171,-12.715837955668828,-0.7938701765684044,-42.51594324589174,-5.0142837291198346,13.177204367454468,-16.19107175331183,17.309562485036366,-26.02539872098481,-3.3475084910925883,16.918323862690457,5.349741860315291,-20.21189734359053
DEL_repeats_5+_3,0.36856564806336145,0.87493350348289,8.296039436293949,-1.037249200747075,-1.0466847677365436,3.9027811073994734,0.29046859541462,14.338525747908154,-2.4913514081868477,-0.6076960780555023,-18.55214293436481,5.251915978743885,24.49048294872773,0.37395407243814915,-7.346212421099903
DEL_repeats_5+_4,1.5748884341283098,-0.5693976670876106,0.6016383988924754,3.1599736498455453,-0.9873361523309061,-0.7633492055267723,1.2371545020387134,4.0941296756737415,-4.367981628147028,-1.7522295642221737,-13.714756561294859,8.00150448061163,1.5195677474546079,2.0321358413749877,-5.643938724359271
DEL_repeats_5+_5+,1.1522236433516297,-0.8466901254879233,0.3135249578761441,-1.2114351667446805,1.2511035840682974,0.3059857950747631,-0.8556673840477828,4.2832082551176605,1.5647299822207108,-1.6900503749883127,-0.10185521277949405,2.9013998636577885,0.9836974052980008,1.0602254530728779,-3.8558772778580903
INS_repeats_2_0,39.422950232117614,3.0537686462248956,-11.991402204391772,26.036868189164036,-8.376251052650154,-30.17059886542711,1.5206023344816177,12.470369346756321,-22.975770603739264,-4.4551078816507825,-75.43155639399997,-3.194205568622582,5.2946118218478375,31.856552310200293,-22.041063204642484
INS_repeats_2_1,20.238275034566225,-4.002499729749943,16.157539885613218,-9.523798800645924,2.588964866316701,-19.522140046274266,-1.4011086420960575,10.903608398074141,-10.14221973549735,-14.656959203830187,-37.92801238455087,30.406580865446603,16.46641941287963,8.494451975752014,6.840889593538641
INS_repeats_2_2,11.910056842221309,-16.90999718875373,-20.56111887773168,47.837335048462066,23.589426218530903,-42.56713966705186,-1.3175221890802895,2.26319984695348,-2.1735596168388724,17.46328088251063,-190.2773952796244,35.256665036490226,3.137525421922689,31.539044122304425,-45.38511794787442
INS_repeats_2_3,3.135390302839287,-2.5048674022743675,-3.0002755839576203,14.209824226694245,-6.457531825545868,31.54256317418298,-6.329716318712446,24.48979031417414,-29.060510907477976,-16.399063645886475,-45.49127570845263,0.7951212940604506,47.761674982827344,3.4106054861067108,-26.854957839610947
INS_repeats_2_4,122.97440705713666,-4.879611523340898,9.869793739882255,41.00378482406764,167.87226426976818,238.71671456859073,-42.67276858158846,27.191739464781364,-153.9201942130806,-57.638890691533675,-276.85139975782386,64.60139314052064,-92.93485878330338,118.38411547058095,-265.1960528551813
INS_repeats_2_5+,782.6413787525147,-205.6480934672527,-210.58157381168826,525.9457015163715,1420.3130932335241,-343.4768209946608,-134.55661876427814,1119.808318806877,-478.29884814731645,-793.8439726960689,-2226.7874063360155,-138.6032801199508,-396.2675050430769,320.59548058202927,-189.45650632658862
INS_repeats_3_0,-0.6405881565522655,-1.0439607869639587,-1.2693288711507047,-0.30287512442653464,0.23178241316733939,-3.3450009926735245,0.5189848151118129,-1.2863142800647722,-2.5981915596707985,-1.6077788525624754,-4.686747346207337,1.9745155194117996,-0.7015358158520701,4.986423407896607,-0.4033824190227655
INS_repeats_3_1,5.213538572585946,17.146614927027613,2.026559183129841,126.88247540782736,2.7743704165568204,-27.928779724222267,10.382880300244077,26.742806309463376,-8.264397547329779,-9.819637388179672,-113.85813190176913,62.16985879698379,-1.8224311779008104,85.6518636831938,0.6868142904841079
INS_repeats_3_2,11.698128687445715,0.5664487422219491,-1.4252007560447364,0.9956489314203427,1.6698389350541305,-4.695520476399491,-0.6844911575238766,5.987180685657524,0.3847358445482616,5.252956012940103,-27.10684579072587,1.1480792734840621,-6.3611379390032035,4.404256755448879,-11.09277603913996
INS_repeats_3_3,-0.40069384430898203,0.4667152063572151,-0.6835293646685949,0.8274276319071256,1.7508647558436914,0.6162300519398956,-3.6553944480864757,-0.3766071718998034,-5.149996282978963,-0.24075245907852377,-7.40497124886093,1.9931567514262314,-0.7135982660728168,2.8192945306778276,-5.206222055273768
INS_repeats_3_4,3.2795639398876677,-2.8721037873456225,3.018303498421263,8.896698741011184,-5.69838462518995,-10.020286431973261,1.9000668892866628,4.1516912790885065,-5.980739084177095,-6.304762902168287,-9.220058076391226,7.02533871029706,-4.942978722873502,2.49111447316119,-2.136691764639334
INS_repeats_3_5+,61.29938586895936,7.8982098095596385,120.86120246335332,55.44473417570883,20.17078353477561,-63.959771038845474,-27.49860896956001,28.77018788070692,-8.392602033937692,-80.653243612893,-278.8317250504054,-20.473384503585436,39.42101022677997,16.04607947804584,-43.06685152899004
INS_repeats_4_0,1.5238524980810324,-0.30211235109728746,-0.6571615247869692,0.03999477352308345,-1.3859179145119151,-2.134879181261508,-0.13787358826603846,0.626821860522883,-1.042659914116632,-0.339285202820927,-3.683366429326871,0.4122922197265835,-1.074000597912662,-0.5846871467433126,-1.2734855637809712
INS_repeats_4_1,29.01143401605674,-22.715965136243753,-43.47198196462554,13.215168377582984,-18.3016785356904,-55.96510994652104,-0.09061407438159108,-9.585860257560014,-29.331958813594,-68.96042253697792,-196.48937695999257,92.40097336425016,-51.67303269802113,41.30396407147619,-40.72854650498505
INS_repeats_4_2,0.05861188900786951,0.6578705530339386,-2.5449108221343724,4.302853347439382,-1.0064403903003194,0.4496710707505711,-1.7444402346016727,-0.8640870293291685,-0.45763948505418073,-0.9725761591913875,-4.181589741769107,-0.2878469359616673,-1.3743928237106786,-0.9117382133356969,-4.3493590126903054
INS_repeats_4_3,1.9545131852529067,-2.755535336495245,0.43715326552574396,15.333158260048723,-3.068286944770783,-13.049678861349726,0.4677495024294629,3.7821225959737106,-9.961946870100027,-6.69586645102863,-6.733763909067342,5.509667724593142,-6.904365854631424,-3.6859691233811844,-10.489682879002011
INS_repeats_4_4,7.4101814697712864,-1.2381259602862507,7.49066672157884,20.749350987800838,0.4269560053241648,-7.690883608267939,2.991620418623347,16.94938762818247,-19.910892053583837,5.119188077053753,-5.524151940519232,-2.3697019349686705,-11.693499804936575,-1.7417751248217623,-12.870665609925524
INS_repeats_4_5+,30.93095436932954,-17.336587968007358,7.772907459992226,11.653889017124527,56.04325525071198,-222.74723533692116,3.1903086345852785,0.4089713085469242,-5.953206270585667,9.132002367748186,-246.43887519590817,251.84426844859533,21.62312093162808,118.19772309211858,-66.22005556589079
INS_repeats_5+_0,-1.3806371051193316e-13,-1.2025440652069848e-13,-2.451607537313713e-13,-2.2571551455856074e-13,-3.2585570013821815e-13,-5.019507598799381e-13,-1.0450533915562235e-13,-1.1374292222022073e-13,-3.635406628196445e-13,-3.148914613775394e-13,-1.019769861713328e-12,-1.7593103879216745e-13,-3.2242098100637013e-13,-1.5882799317636539e-13,-5.372394309362963e-13
INS_repeats_5+_1,11.77044341603322,4.1001756547149135,34.1712210796596,38.24807208253539,0.8088778305442013,-9.238895236403199,5.456783953388829,4.6501858412408925,-19.03681374910898,5.185431425935635,-12.771917316448736,4.79582848706778,-30.14940964557684,7.967328349318491,26.030237470500808
INS_repeats_5+_2,-0.16708408341186942,-1.888977174496337,-5.195291244394414,2.683998279618015,9.543802019806494,2.297268936168087,-1.5953804799206708,-1.1246650735728467,3.5420081131540933,1.559151954071445,-4.048676076781895,-2.0997508118767985,-2.7352523980036185,3.1633037438292986,-3.7285000407910935
INS_repeats_5+_3,1.360612431912557,-0.2825783581235104,-2.3147080104212794,10.417112462690788,4.94022736620154,-5.415339048169606,-4.96532854194558,0.9673596097842765,1.4563529153681056,-2.788581209262177,-16.432558711349117,1.8782798065234267,-6.252800312843764,6.070024047115426,-6.440283404100974
