Mutation type,Stomach-AdenoCA::MSI-H.S.1,Stomach-AdenoCA::MSI-H.S.2,Stomach-AdenoCA::MSI-H.S.3,Stomach-AdenoCA::MSI-H.S.4,Stomach-AdenoCA::MSI-H.S.5,Stomach-AdenoCA::MSI-H.S.6,Stomach-AdenoCA::MSI-H.S.7,Stomach-AdenoCA::MSI-H.S.8,Stomach-AdenoCA::MSI-H.S.9,Stomach-AdenoCA::MSI-H.S.10
INS_T_1_2,54.905068372338526,68.47715844521841,162.28438864025213,72.25260449797582,288.49467919944686,135.080828777993,208.0516084165376,41.04053702879852,76.93220806198369,77.76216687352469
INS_T_1_3,154.38971735531635,203.4418399274685,135.31566035364202,188.10533370069035,249.49263326882198,192.95416021985804,226.66476185139896,111.60051054251608,269.12794467417433,154.65049267656755
INS_T_1_4,544.7817936251631,722.799446887511,249.69101778524015,656.9279724942576,430.4313077540454,600.0371384507805,492.1876482233349,392.07268574767375,973.5632109193733,519.2265278106564
INS_T_1_5+,14453.72200323728,20498.255355060126,5049.540375114282,15600.69917743308,321.06775616355276,16545.015432570926,11988.631563695473,9940.593972683153,32238.080253747514,21358.136312668008
DEL_repeats_2_0,24.058792389293764,31.775656210664685,99.49036690827992,29.21175715114581,228.05857013640914,23.6646668113586,176.32844182153346,17.365387882022112,42.29259568939838,20.27770474303322
DEL_repeats_2_1,305.33336687087944,381.24303820001546,197.53294599154304,401.20491122323716,538.8764509722656,301.46004132251215,367.4264534557914,228.079632292243,429.9320350672035,138.5758391251839
DEL_repeats_2_2,155.69622511728804,193.9648815415055,87.2648384244969,205.19112789158595,217.60387658080077,176.07314788340682,142.47123131418812,116.45629801560405,217.10128596185677,83.00107718332335
DEL_repeats_2_3,66.00369245873202,82.89258012405729,210.75156360097333,86.06468611737655,76.17247361512585,402.9906544641583,52.06620794135463,49.13631416787017,95.26352753918927,255.066364336091
DEL_repeats_2_4,71.51738288621117,88.61744678337615,161.8136405711273,94.91399787018813,93.88314192784412,310.5699636012863,58.3322023453422,53.65997944428875,97.40409616943734,186.81817346563145
DEL_repeats_2_5+,4.268570924039649e-13,5.37699475383459e-13,219.07559854954076,5.543548437768734e-13,161.79267006769908,273.2404294841782,120.25454171878933,3.172073881686573e-13,6.239366527533821e-13,179.97023236509622
DEL_repeats_3_0,3.0425965995978705,4.1399688529831735,58.56709451256311,3.5262203905844673,130.63377037160092,6.17631801790726,98.6177544241644,2.153692341507,5.937513229076036,5.320321023063098
DEL_repeats_3_1,480.6712582372742,609.2645494127676,202.72428881527753,619.0170962085159,540.0659523739798,483.9921287411298,398.7008269743619,355.87875228790995,720.91189333538,273.69259762898605
DEL_repeats_3_2,195.69663793169113,244.31239470143356,78.58645654036852,257.1943734324897,233.11685504896036,194.2572403395579,151.85183445713318,146.19544757683153,275.37664158724345,89.30415353538784
DEL_repeats_3_3,38.167680417491745,48.30022339447337,23.189652103804924,49.26149977839563,44.55598757283134,50.412334541175014,32.475664398404604,28.28592066183615,56.863791622125554,29.198415572632967
DEL_repeats_3_4,3.7078375946792025e-13,4.683447519449409e-13,20.429938669823006,4.797630987086625e-13,44.30202437031842,2.3591529736919834,32.92806550283198,2.7509119499419776e-13,5.481775306347369e-13,1.5538597624870412
DEL_repeats_3_5+,3.691816642411761e-13,4.663631884181261e-13,28.478803172979028,4.776319059924279e-13,63.26878714158726,2.0911733283615788,47.02536276601178,2.738878751892132e-13,5.4601298428849e-13,1.377354553758325
DEL_repeats_4_0,2.5586801012536817,3.458041664737638,36.405183972891166,2.9978664725511326,82.68255307091185,3.2626501503120426,62.607685807456505,1.8193534084098753,4.879325030778311,3.0746719340859734
DEL_repeats_4_1,183.8403871452555,230.0336588431779,76.0542060192969,240.8888338424998,230.98482244704147,174.99350160845557,154.40544367715503,137.1555853098662,261.22860536477776,81.79452615328019
DEL_repeats_4_2,43.57176849731345,53.90157217741588,21.40200761679558,57.94834809533317,55.042029604862385,49.893082150419865,33.45617826006826,32.72305768513804,58.91468634533451,21.575125811818587
DEL_repeats_4_3,0.5823616149215451,0.7202983419972558,13.98305974401542,0.7746885523513329,30.001105006206988,2.594362763324053,22.19839386187454,0.43740674911192334,0.786812596860904,1.5572342826395749
DEL_repeats_4_4,3.691816642411761e-13,4.663631884181261e-13,15.396282831878256,4.776319059924279e-13,34.41162381079697,0.96662923114583,25.576894487464944,2.738878751892132e-13,5.4601298428849e-13,0.6366718412374288
DEL_repeats_4_5+,17.315805523717316,21.502208501195838,11.246473893067694,22.916773392377735,32.7998901644112,15.877460212052178,21.85786379555157,12.976054233219452,23.80720365303508,6.413002693658605
DEL_repeats_5+_0,3.217148600186203,4.003720264083116,61.42111322848785,4.24563456693178,143.11206295614753,3.1508749174528035,105.94917469314808,2.4077921304668073,4.46572480581681,1.3714319958704366
DEL_repeats_5+_1,241.5526355385342,299.32716516325115,85.93644828975525,320.5500865174918,297.9428190417262,220.3454780282216,182.88505506409155,181.23215239411607,329.0753207886493,85.31600133961113
DEL_repeats_5+_2,33.857990436700256,42.249248404841296,15.233046506546247,44.52538372420241,42.9203492618049,34.637688927238145,28.087973667746898,25.300603510279114,47.54722535619751,16.02044181148062
DEL_repeats_5+_3,12.969950979282585,16.09758547806096,5.96144912590735,17.176390126926208,17.602561415813287,12.92710507468776,11.151077551075861,9.722196369531032,17.792975991715323,5.4410244020209015
DEL_repeats_5+_4,6.834452752072021,8.46239394050859,2.7816910596323248,9.078895226216437,9.122019450058662,6.355012936056745,5.6523907135230615,5.130102330188703,9.278207825181928,2.4568699857523097
DEL_repeats_5+_5+,2.197203998603545,2.809713370326997,2.6666594627828335,2.7954322804110205,6.516748551943396,2.097170780462009,4.965433224838532,1.618137811700272,3.415120647359384,1.3091889008120263
INS_repeats_2_0,32.9922434729342,41.989500533787584,31.321463092612017,42.25156759400082,80.8057747104653,29.807220050517454,60.80235473698936,24.367066256137175,50.31052339628637,17.464975344622335
INS_repeats_2_1,21.8872825605268,27.09463308012468,67.86796445124673,29.083557962776805,165.74555963300267,20.31530763488637,119.5479797553282,16.431250491507722,29.68371882156567,7.810818568861051
INS_repeats_2_2,86.46444667872765,107.59540727283341,50.81465110512826,114.1186413054933,156.95027355851116,73.99749822103452,105.29796087228628,64.71524454896672,119.97754377125453,29.771576876914107
INS_repeats_2_3,38.744463346354124,49.43436521491448,24.439063319529332,49.44664017251906,46.61225483087351,50.11306876175413,36.19050574218658,28.57218210095564,59.68333822703889,31.13418287039641
INS_repeats_2_4,204.84149418703075,261.93012752291014,70.59592135316876,260.63339882486156,196.33134234755494,194.96033579193687,157.19958509917038,150.86124488322886,318.31519922599966,121.60875971890957
INS_repeats_2_5+,1380.9917302128802,1761.4039854298007,445.22004217973563,1763.3055299651592,1357.5345589842898,1249.0799603370328,1060.7496906743777,1018.6296472857415,2124.3499321070262,752.6199757528533
INS_repeats_3_0,4.634933442217892,5.733652533253963,13.820331298421651,6.16439067542495,34.360406616543024,3.892061515976796,24.745251600537664,3.4809438005726427,6.266495319734455,1.362257932353979
INS_repeats_3_1,102.35288254329856,127.34524896406852,52.08352696890404,135.1185457894359,167.73978789490496,87.18811447780155,111.11331194832206,76.61464319015943,141.9197250347127,34.857332837918115
INS_repeats_3_2,17.531047765678387,21.813151121839635,9.370886248429569,23.141228875034887,29.436690232605173,15.193429668507783,19.563992695037705,13.122101708065786,24.314861257774908,6.1490982957092015
INS_repeats_3_3,2.899471451991899,4.076672930579221,1.4978300949137124,3.1784752291109655,0.3760714683704588,4.101586828006953,2.444534169132503,2.0064694141210615,6.295638346312434,4.60814287378023
INS_repeats_3_4,12.776655311994737,16.0644473624537,5.163769168872562,16.63432448983157,14.131361893373603,13.150563979905192,9.723218818276242,9.505083593880551,18.530469945154262,6.755952943670079
INS_repeats_3_5+,169.2785593237544,213.04714181369528,55.89280978190565,220.10060033728837,185.4248075659686,151.88933415471575,128.61634728953973,125.86052938035668,246.5219967471206,75.92470931583766
INS_repeats_4_0,1.3457599904651245,1.6645133625245094,8.378198132275319,1.7902018816371184,20.081784792031463,1.1296310962657035,14.694216296272222,1.0107886361870655,1.818218930847601,0.39382890160396095
INS_repeats_4_1,108.29122939091117,136.1308017047342,46.07787792920344,141.02479650095083,146.47396073821392,94.66833859199103,102.11117749324292,80.57169601397494,156.92893331313422,46.05597999979021
INS_repeats_4_2,2.180895369407681,2.9195790040311373,2.4612067579017016,2.5938225757777755,4.050715017268244,3.1333412743158893,3.8418089236516275,1.5604698347292811,4.023662880970602,2.701495527448232
INS_repeats_4_3,13.259134411701154,16.86315697533215,4.949923069699528,16.99673014084771,13.300037515422893,13.212046641952838,10.11939174069573,9.796932762637837,20.161639125620024,7.766693569453276
INS_repeats_4_4,25.072818286919862,31.951927887437954,8.704980183407933,32.05206297781349,24.743438989621637,23.85018290284301,19.180789295251557,18.50350931738787,38.435496463418474,14.287097160942366
INS_repeats_4_5+,191.67639282536737,240.0222865598606,62.495449823869045,250.90233419491366,222.01528127824534,165.83638880540155,148.0002203465927,142.93754430989924,273.2539139598107,75.33342557030774
INS_repeats_5+_0,3.691816642411761e-13,4.663631884181261e-13,15.49766597290891,4.776319059924279e-13,35.86757646744642,3.308829768066518e-13,26.659050554339746,2.738878751892132e-13,5.4601298428849e-13,1.7470443055774927e-13
INS_repeats_5+_1,33.873095321373015,46.14189166445033,27.03038310656309,39.18559065651757,49.628349502205985,35.497005613820896,54.11801495727343,23.95887090671002,66.3532593109576,37.60279499677214
INS_repeats_5+_2,4.505498521925679,6.322379411713275,2.548780833919642,4.956167133719265,2.8037967337823346,5.071629304610172,5.38094156405356,3.122182422396096,9.722797698304745,6.2359942921231335
INS_repeats_5+_3,11.605864458442126,15.052314340818075,4.308838519523263,14.473684096156198,10.924650706198625,10.923838394068918,9.910054140393672,8.47343986083027,19.062746963789493,7.9595745950866545
INS_repeats_5+_4,4.346864168181185,6.146862513457163,1.9463929575471495,4.716515569546421,1.1696600224622598,4.981327329818175,4.306089142513498,2.9958066197602307,9.60880705884121,6.330069251102979
INS_repeats_5+_5+,11.17282117399218,14.171741357122634,5.610130522359509,14.374902437775539,16.179497739637313,9.985540543422676,12.016256329823271,8.268670778097933,16.804892064184855,5.582483203851738
DEL_MH_2_1,33.15813889621371,44.53588367434908,112.80364454613172,39.233050242787264,234.00533005792659,48.67408140007403,187.3608404506756,23.673948200654905,61.887588433679255,42.5519222026621
DEL_MH_3_1,1.349382965538842,1.909945534533824,44.06052799096832,1.4616492703695694,99.40310324725323,2.7538117714230084,74.95927371783655,0.9293516283860723,2.9915347515351693,2.7700671009673172
DEL_MH_3_2,259.4210627023345,325.2198774176768,123.31348828007279,339.0731162306542,359.52254451696103,247.20427443541027,246.17840752527246,193.3285170417687,371.60510517164255,118.93237083816825
DEL_MH_4_1,13.111735912636421,16.463890043753157,33.110731167603454,17.100826051664907,80.49345794502375,12.296677728223669,58.90848284941895,9.762000341741567,18.910429222533583,6.024928174425376
DEL_MH_4_2,46.42602211106033,57.85037598018065,36.9682337902162,61.1662075188116,100.18590404237392,44.563111443455895,68.79191508142209,34.7206916057093,64.80037502360601,19.592569810470987
DEL_MH_4_3,58.11955531478345,72.3583437883747,31.33964927029257,76.65967889872086,94.67323231832358,53.007932385621196,62.92312039901455,43.487978554808144,80.81610395183445,22.354505221614076
DEL_MH_5+_1,50.07552059139094,61.93868482912913,43.80700115503159,66.6098129438247,126.95331643187441,42.15043141237853,85.74619877209886,37.61044993524096,67.66728592035992,14.744422868291378
DEL_MH_5+_2,9.428975041664199,11.662299373780876,29.20070002637236,12.542925690580272,70.93860036530339,9.091867920374712,51.10171484508554,7.082020985472697,12.739229587830286,3.534693799982461
DEL_MH_5+_3,4.541940004964363,5.61773265131762,24.932536466051594,6.041931390452798,59.66419979817866,4.107556578817368,43.56375965770777,3.4114116726360755,6.136488975036277,1.523508783120413
DEL_MH_5+_4,37.694395635662396,46.73674685421549,20.098521357907345,49.9851656435692,64.65347699714616,32.15726569919348,42.18105549099555,28.27206323831225,51.48138822277661,11.990681769925565
DEL_MH_5+_5+,200.2367700143918,249.62113607529577,71.05391312316053,263.65831628851765,242.82023390420005,179.66084814889206,156.6152952861994,149.71264324557248,280.02316965328504,76.84428008747057
