Sample Names	MutationType	ID1	ID2	ID5	ID14
ColoRect-AdenoCA::MSI-H.S.1	4:Del:M:1	0.13693416427673274	0.8630658357232672	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	4:Del:M:2	0.06850019439534992	0.9314998056046501	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	4:Del:M:3	0.06057624583002767	0.9394237541699724	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	5:Del:M:1	0.000363273764027045	0.9996367262359729	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	5:Del:M:2	5.627645210665595e-07	0.9999994372354789	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	5:Del:M:3	1.1437440164678896e-08	0.9999999885625598	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	5:Del:M:4	0.022800182288111197	0.9771998177118888	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.1	5:Del:M:5	0.07252671366352877	0.9274732863364713	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Del:C:0	0.02667795778679824	0.9733220422132017	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Del:C:1	0.966605635241921	0.03339436475807897	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Del:C:2	8.801623416340292e-13	0.9999999999991198	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Del:C:3	0.389555761822149	0.610444238177851	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Del:C:4	0.1314713021156604	0.8685286978843395	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Del:C:5	0.16015101075741753	0.8398489892425826	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Del:T:0	0.12064456252393248	0.8793554374760675	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Del:T:1	0.4093285606962442	0.5906714393037559	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Del:T:2	0.09914779878525616	0.9008522012147437	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Del:T:3	0.0857811948969261	0.914218805103074	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Del:T:4	0.07004149115906926	0.9299585088409308	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Del:T:5	3.3599045247318165e-18	1.0	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Ins:C:0	0.4093285606962442	0.5906714393037559	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Ins:C:1	1.2057230812703754e-14	0.9999999999999879	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Ins:C:2	1.0447728559099062e-13	0.9999999999998956	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Ins:C:3	0.6193115084197759	0.3806884915802242	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Ins:C:4	0.3364735605667338	0.6635264394332663	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Ins:C:5	0.6902286105100689	0.30977138948993105	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Ins:T:0	0.5870501807226952	0.4129498192773048	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Ins:T:1	0.9999999999998815	1.1852142685054083e-13	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Ins:T:2	0.19775562643499642	0.8022443735650036	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Ins:T:3	0.7641802383025975	0.2358197616974025	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Ins:T:4	0.7978981929370672	0.20210180706293293	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	1:Ins:T:5	0.9957661745877467	0.0042338254122532264	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	2:Del:R:0	0.7759587532072557	0.22404124679274434	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	2:Del:R:1	0.22038878771471593	0.779611212285284	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	2:Del:R:2	0.1744919506598934	0.8255080493401066	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	2:Del:R:3	0.3231782815978291	0.6768217184021709	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	2:Del:R:4	0.048704401135110265	0.9512955988648898	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	2:Del:R:5	0.36954127390611885	0.6304587260938811	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	3:Del:R:0	0.8944173788569506	0.10558262114304934	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	3:Del:R:1	0.45303604457650415	0.5469639554234959	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	3:Del:R:2	0.21744045459422115	0.7825595454057788	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	3:Del:R:3	0.4326631487242903	0.5673368512757097	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	3:Del:R:4	0.408108015133256	0.5918919848667441	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	3:Del:R:5	0.4093285606962442	0.5906714393037559	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	4:Del:R:0	0.8720253002965304	0.1279746997034696	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	4:Del:R:1	0.26033983619283313	0.7396601638071668	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	4:Del:R:2	0.004892539860353793	0.9951074601396462	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	4:Del:R:3	3.7652061657265605e-13	0.9999999999996235	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	4:Del:R:4	0.4093285606962442	0.5906714393037559	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	4:Del:R:5	0.10199928660843187	0.8980007133915682	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	5:Del:R:0	0.15208109848020368	0.8479189015197963	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	5:Del:R:1	0.05029517625428693	0.9497048237457131	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	5:Del:R:2	0.2081460795622625	0.7918539204377375	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	5:Del:R:3	0.08994041143961405	0.910059588560386	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	5:Del:R:4	0.029470064903336497	0.9705299350966636	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	5:Del:R:5	0.5497455192742737	0.45025448072572627	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	2:Ins:R:0	0.5004687909817961	0.499531209018204	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	2:Ins:R:1	0.023425722119807722	0.9765742778801924	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	2:Ins:R:2	0.15023885794704983	0.8497611420529502	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	2:Ins:R:3	0.5272518429149107	0.47274815708508927	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	2:Ins:R:4	0.5492024906695449	0.4507975093304551	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	2:Ins:R:5	0.5236344831194326	0.47636551688056733	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	3:Ins:R:0	0.004359046665164804	0.9956409533348352	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	3:Ins:R:1	0.14650553905439284	0.8534944609456072	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	3:Ins:R:2	0.14792373485960045	0.8520762651403995	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	3:Ins:R:3	0.9785632058994791	0.02143679410052102	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	3:Ins:R:4	0.3414297592965755	0.6585702407034245	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	3:Ins:R:5	0.35641037202246817	0.6435896279775317	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	4:Ins:R:0	1.629348144335592e-13	0.999999999999837	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	4:Ins:R:1	0.3383624906202118	0.6616375093797882	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	4:Ins:R:2	0.836542229743631	0.16345777025636893	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	4:Ins:R:3	0.4926580808431472	0.5073419191568528	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	4:Ins:R:4	0.5145618240420413	0.48543817595795863	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	4:Ins:R:5	0.2740492779915363	0.7259507220084638	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	5:Ins:R:0	0.4093285606962442	0.5906714393037559	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	5:Ins:R:1	0.8979320370276708	0.10206796297232923	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	5:Ins:R:2	0.9744302347349278	0.025569765265072143	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	5:Ins:R:3	0.6674226926075479	0.33257730739245195	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	5:Ins:R:4	0.9901695053149702	0.009830494685029901	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	5:Ins:R:5	0.4615128563441561	0.5384871436558438	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	2:Del:M:1	0.8494557741846335	0.15054422581536644	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	3:Del:M:1	0.9920030100065876	0.0079969899934124	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	3:Del:M:2	0.29359283022908333	0.7064071697709168	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	4:Del:M:1	0.32038393282849925	0.6796160671715007	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	4:Del:M:2	0.17931774841507278	0.8206822515849272	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	4:Del:M:3	0.16078740026117075	0.8392125997388292	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	5:Del:M:1	0.0010786047928368254	0.9989213952071632	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	5:Del:M:2	1.6721122500336207e-06	0.9999983278877501	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	5:Del:M:3	3.398349376558798e-08	0.9999999660165062	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	5:Del:M:4	0.06483121271252364	0.9351687872874764	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.2	5:Del:M:5	0.18853978995560822	0.8114602100443917	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Del:C:0	0.022678622908342848	0.9773213770916571	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Del:C:1	0.9607924082479066	0.03920759175209349	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Del:C:2	7.451540087833767e-13	0.9999999999992548	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Del:C:3	0.3507611012828925	0.6492388987171075	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Del:C:4	0.11359570291927651	0.8864042970807233	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Del:C:5	0.13900002493047736	0.8609999750695227	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Del:T:0	0.10406465070411072	0.8959353492958892	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Del:T:1	0.36975751610467916	0.6302424838953209	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Del:T:2	0.08523578383804824	0.9147642161619518	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Del:T:3	0.07359151198877212	0.9264084880112278	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Del:T:4	0.059941804152631714	0.9400581958473683	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Del:T:5	2.8445278868497595e-18	1.0	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Ins:C:0	0.36975751610467916	0.6302424838953209	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Ins:C:1	1.0207769010239253e-14	0.9999999999999899	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Ins:C:2	8.8451487302207e-14	0.9999999999999115	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Ins:C:3	0.5793514272730726	0.42064857272692724	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Ins:C:4	0.30036411571664706	0.699635884283353	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Ins:C:5	0.6535482582655866	0.34645174173441345	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Ins:T:0	0.546185161298693	0.4538148387013071	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Ins:T:1	0.99999999999986	1.3999535043891363e-13	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Ins:T:2	0.17265924786957887	0.8273407521304212	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Ins:T:3	0.7328675592766455	0.26713244072335457	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Ins:T:4	0.7697134671359243	0.23028653286407572	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	1:Ins:T:5	0.9950029157689098	0.004997084231090133	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	2:Del:R:0	0.7456895780567362	0.2543104219432638	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	2:Del:R:1	0.1931115241402407	0.8068884758597593	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	2:Del:R:2	0.15178928016222198	0.8482107198377781	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	2:Del:R:3	0.28787661522818714	0.7121233847718129	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	2:Del:R:4	0.04154398626623255	0.9584560137337674	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	2:Del:R:5	0.33165689099055307	0.6683431090094468	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	3:Del:R:0	0.877628651947584	0.12237134805241598	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	3:Del:R:1	0.4121882299925562	0.5878117700074437	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	3:Del:R:2	0.1904389642212101	0.8095610357787899	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	3:Del:R:3	0.3923346384947221	0.607665361505278	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	3:Del:R:4	0.36858133576760754	0.6314186642323923	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	3:Del:R:5	0.36975751610467916	0.6302424838953209	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	4:Del:R:0	0.8522641210695542	0.14773587893044574	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	4:Del:R:1	0.22957395380933235	0.7704260461906677	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	4:Del:R:2	0.004145182712507399	0.9958548172874926	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	4:Del:R:3	3.1876602026372627e-13	0.9999999999996813	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	4:Del:R:4	0.36975751610467916	0.6302424838953209	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	4:Del:R:5	0.08772612564835447	0.9122738743516455	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	5:Del:R:0	0.13182860483352352	0.8681713951664765	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	5:Del:R:1	0.042911438704424903	0.9570885612955751	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	5:Del:R:2	0.18203028453264777	0.8179697154673522	0.0	0.0
ColoRect-AdenoCA::MSI-H.S.3	5:Del:R:3	0.0772096105982908	0.9227903894017092	0.0	0.0
