Mutation type,Stomach-AdenoCA::S.1,Stomach-AdenoCA::S.2,Stomach-AdenoCA::S.3,Stomach-AdenoCA::S.4,Stomach-AdenoCA::S.5,Stomach-AdenoCA::S.6,Stomach-AdenoCA::S.7,Stomach-AdenoCA::S.8,Stomach-AdenoCA::S.9,Stomach-AdenoCA::S.10,Stomach-AdenoCA::S.11,Stomach-AdenoCA::S.12,Stomach-AdenoCA::S.13,Stomach-AdenoCA::S.14,Stomach-AdenoCA::S.15,Stomach-AdenoCA::S.16,Stomach-AdenoCA::S.17,Stomach-AdenoCA::S.18,Stomach-AdenoCA::S.19,Stomach-AdenoCA::S.20,Stomach-AdenoCA::S.21,Stomach-AdenoCA::S.22,Stomach-AdenoCA::S.23,Stomach-AdenoCA::S.24,Stomach-AdenoCA::S.25,Stomach-AdenoCA::S.26,Stomach-AdenoCA::S.27,Stomach-AdenoCA::S.28,Stomach-AdenoCA::S.29,Stomach-AdenoCA::S.30,Stomach-AdenoCA::S.31,Stomach-AdenoCA::S.32,Stomach-AdenoCA::S.33,Stomach-AdenoCA::S.34,Stomach-AdenoCA::S.35,Stomach-AdenoCA::S.36,Stomach-AdenoCA::S.37,Stomach-AdenoCA::S.38,Stomach-AdenoCA::S.39,Stomach-AdenoCA::S.40,Stomach-AdenoCA::S.41,Stomach-AdenoCA::S.42,Stomach-AdenoCA::S.43,Stomach-AdenoCA::S.44,Stomach-AdenoCA::S.45,Stomach-AdenoCA::S.46,Stomach-AdenoCA::S.47,Stomach-AdenoCA::S.48,Stomach-AdenoCA::S.49,Stomach-AdenoCA::S.50,Stomach-AdenoCA::S.51,Stomach-AdenoCA::S.52,Stomach-AdenoCA::S.53,Stomach-AdenoCA::S.54,Stomach-AdenoCA::S.55,Stomach-AdenoCA::S.56,Stomach-AdenoCA::S.57,Stomach-AdenoCA::S.58,Stomach-AdenoCA::S.59,Stomach-AdenoCA::S.60,Stomach-AdenoCA::S.61,Stomach-AdenoCA::S.62,Stomach-AdenoCA::S.63,Stomach-AdenoCA::S.64,Stomach-AdenoCA::S.65,Stomach-AdenoCA::S.66
AT>CC,-1.4331714640341353,-0.17386924239770357,1.633955893378293,-0.061107902643742364,-0.064811212201739,-0.8647921111086336,-0.24446191002739837,-0.3343957068304193,0.73521446056992,-1.1722253959822027,-0.5483839364518728,-0.08486086500736657,-0.23332875071894396,-0.00531609521364851,-0.03525307266364761,-0.27121807833257305,-1.2468992772429137e-15,3.916468601909824,-8.991878420140859e-16,-3.178007843656176,-2.6613308522992677e-06,-0.3097110404042368,2.447164485201845,-6.244932914731022e-06,0.729765816846454,-0.01884886824030129,-0.49663704551757204,-1.0209427323977223,0.6044888945645113,-0.18190226431295864,8.575247297436068,-0.5772028902519868,-0.47901742107344575,1.548993338592259,-0.17270233748631666,-0.008655187667790491,-0.06595267349373124,-0.6566881764376201,1.3628476874034874,-0.08532558745714931,0.3487312025018199,1.4112939891277918,-0.22547590534819192,-0.020098806105783656,0.5892966323147892,-0.8860482463175864,-0.5811406266290756,-4.3835770089757645e-16,4.204426006646266,-0.01067813506284786,-0.6358642037876294,-0.060145949116203384,-0.34575364783239754,-0.5282720952171657,-0.19556351790801763,-0.02669674698589979,-0.46428959402630876,-0.1685910955446069,-2.0851408980487356e-15,1.370015786616264,-0.03590304514064919,0.24262191833669788,2.6630557209403856,-0.07223718423183688,-0.016487654512974816,-1.1926013266447075
AT>CG,6.808226224156686,-0.2551754393393533,-0.0644037649224302,-0.022003437051833157,-0.08367049396180351,-0.29368303383899486,-0.21611845583640527,0.3300495582518099,-0.3127313130749273,-0.29873613908568025,0.9030165813365287,-0.10625963277808051,-0.04145823540131382,0.988130442583321,-0.056643571342715394,-0.10863111479483561,-1.5335676709461172e-15,0.7500472155141085,-1.1764264154083037e-15,-2.533559176224559,-4.481010344805405e-16,-0.42863215144018213,-0.19250402344809203,-2.0254485748069003e-15,-0.047280860339344644,-1.6344265234316718e-15,-0.08049469315428343,-0.18045472642292518,-0.06767974099098055,-0.21539818933466964,-0.3342631301992191,-0.43769814343192887,-0.0847811762919631,-0.1684744879237186,-0.030607798508697562,-0.0002045027039572769,-0.009622168216129105,-0.21147939835833124,-0.22492452530219534,-0.10999494820535743,-0.11422106754409458,-0.8822834685249196,-0.052331713036967424,-0.02580242778473411,-0.07282439906239221,1.795870023011856,-0.10151497405501753,-5.886769638374713e-16,-0.14106823204834223,-0.008910242320881485,-0.1127457458925326,-0.08377935846030335,-0.06221579335180456,-0.0863116587593318,-0.28330044966159346,-0.03260837851953632,0.7932805155332128,-0.02854351098525684,-2.7463061955450734e-15,-0.3646301347711689,-0.05582889205169446,0.5038375341974053,0.842115937022371,-0.01245745812354337,-0.0029164322245753345,-0.3369254661785362
AT>GA,2.431379700007895,-0.2665560713675006,-0.8796689642851524,-0.17419250261196903,-0.085688477364513,-0.8292650359449301,-2.910050490106008,1.5398922722025565,3.1854734264791382,0.41051346642207065,-0.2977466468024681,-0.0917448228825434,-0.6296791903123694,-0.11236577136692723,-0.058275726589740826,3.4332767175366934,-0.055127452737170776,-2.414978554187087,-0.04095799270606952,1.8852583669368148,-0.015652381259616984,0.7710663301589644,-0.17574360621577,-0.06990553398584073,5.356916332376517,-0.16714105802210072,-1.2454389278037423,-2.587805061407579,-0.9349520939209712,-0.2640453915105698,-2.1808609584021803,-0.8809623273471073,3.769523934388701,2.0604928696142357,-0.44768805155505564,-0.03693035885438495,-0.20190860218651696,1.5687885425673302,0.6683660493433043,-0.07837905146757666,0.4612772849673852,-0.30671051449887277,0.48063743228393374,-0.05336585902433435,-0.9733652456490237,-0.99272121532614,0.6174513445621894,-0.020226001363051003,11.153163135030118,-0.02369600039284584,-1.4662137909259634,-0.05698533660490748,4.115729732430904,0.6991640869602795,-0.14973507026508398,-0.04973203958187747,-0.9156827328563201,-0.4309790650920482,-0.09528999733200291,-1.133031274508018,-0.03324607334793943,1.7508818173845715,1.33363715604359,-0.19623274586931683,-0.06706132727787742,-1.6064896689545378
AT>GC,2.1398936173968766,-0.10793877972457337,0.45662227797599364,-0.0786528918122622,-0.04439321685966026,-1.180982370129474,0.16484420128502064,1.2929274845047896,-0.8188843198044413,-0.7088954379973302,-0.814217984403009,-0.05779731832174604,0.6487844735820162,-0.024518836490452955,-0.022473842881699645,-0.3585777644424718,-0.002655848348377115,-0.5716335734200568,-0.002138229517116059,-2.5325303188783646,-0.0008152153843705922,-0.19899648392504113,0.2527374869424308,-0.0037386789946841055,-0.39747791463253973,-0.019180313603271687,-0.7191980344854877,0.48572649118766886,-0.580811626522979,-0.12907162427004698,-2.0560654244392698,-0.648989294174069,-0.7141187559987732,0.38015809580554283,1.7414278862821129,-0.009737640313714753,-0.09399658189252488,1.0976220192716335,4.134780576979757,-0.05695721390215707,0.038793184470032216,-0.49120118291079,0.6732936335956983,-0.014900174172735535,4.3893706745299665,-0.28035645932908304,-0.8558889652570122,-0.0010903533955190098,-0.1815293945171479,-0.00963218404151936,-0.9437427355010253,-0.04086883603998141,0.500597113462025,0.23388861548016648,-0.1237154244130437,-0.020794880587337077,-0.6042674460783539,-0.23484939256501722,-0.005016161436235948,1.2224967362432546,-0.022446462538317807,-0.8969159758614902,0.5767382294611201,0.8932661428871884,-0.02587963443850925,0.3322912104920881
AT>TA,-0.4774409051335624,0.4386517452086732,-1.2998768514145778,-0.5137035281912431,-0.3248177182145755,-3.395801298281201,3.122737760278282,-3.9676471815545575,-0.9427930596665925,-2.34783819616303,-0.36358718639521115,-0.20216660787604102,1.5409122339323167,-1.4275505882365256,-0.35793077067559786,0.6583303085081105,-0.5752463620678498,-2.696182708461575,2.477361089975564,0.19374777451601322,-0.20112814213046756,-0.49753574237806,15.145076958168325,-0.9494110865994351,-1.518949672883779,-0.5336294146910474,1.80138314860256,-3.5951968248425246,0.7987948328320402,1.0596661610925155,0.47614793766026864,-0.9826752755923995,-1.787738892182897,1.5143650767775751,0.4736089236442349,-0.14554407162849195,0.22052012779085683,-1.5889275186719782,9.839496594094777,-0.14839210514683338,-1.797776297397463,-1.325321780536758,-0.2465046367883279,-0.19507684644014123,-0.38865475148467254,-3.7886493478303844,1.6051569750242045,-0.277973836182067,-0.5361516572489124,0.9296484427186066,-1.485420163544144,-0.3313166885992321,8.48013548195767,4.75785852006642,-0.6112581565544772,-0.3002025917796635,4.68935352781371,2.987552924793965,0.7601071153344818,13.777381220249127,-0.30601248430273514,8.66405112238713,-1.5594293804555384,2.3520657529093785,-0.4683443606740265,-4.076665381734808
CC>AA,0.06976663790198323,0.06839120088248052,0.750583417798282,-5.273866081377051,1.429311804604481,-0.28644020925498737,-3.034436479061192,0.84859453055698,-0.7520249659533352,-0.0418415098526248,0.2867957060203139,-0.27754334910971323,-0.7062743785404706,1.8328395083265931,2.8746928541897887,2.250609596195062,2.1387115231826215,0.9344453033075482,-0.1499896842403352,-0.9718277962928159,-0.0784881478890469,0.7684183566306189,-0.4979390897717382,-0.056928240313451894,-0.3043707208618436,-0.9373304235032636,0.588690278524858,1.3032134427488202,-0.02757218224352087,0.3670102632921157,-0.5183582848958714,-0.821246636739615,0.2675783203937545,0.277728160936892,-0.8851481924411111,-0.296862429593167,-0.22449093207396498,-0.10936791282070146,0.37460102048290445,0.006955931545041594,-1.5261276038354827,0.5329229506109887,1.3522112798025034,0.3360845795782268,1.3024246161934911,-0.4694502357994015,-1.9274999555765184,-0.8438493134501601,-0.3598412498570198,0.11549386742187728,-0.8757583549458687,-0.4284113637959823,-0.4949284945539354,0.622007781370904,-0.7819091851699511,-1.273474802625941,-0.5126554505067984,-1.0653672949433588,-0.37985390704898236,0.23261441961083307,0.07368297750067576,-1.2804030207265336,-0.02465954736251952,0.8061282639592449,0.25584484176726285,-1.7501545613080216
CC>AG,1.29515294493735,1.8599892743855166,3.1434323881593613,5.540652595293867,-6.904293131027982,-1.8643297317601593,6.51889323211379,-1.7774016664810817,4.344527785032713,-0.73252465941979,-1.98184029942903,-0.09200400403770814,-3.5823047616941395,-6.477830395820778,-10.790355606765567,-7.518262949297297,-7.139576801385109,-2.225186148557108,-2.532242457217543,11.917697219082948,0.15107645424395844,-4.465354157133744,-0.011829649361300376,2.9537913171501096,-2.1820977195147204,4.497563414148097,-3.3750809307285623,-6.19232999286106,2.926531280624544,-9.121714576440375,-1.3579258129391092,0.25726556174630477,1.6306649226032803,-1.3338332912314117,-3.0792172281218777,0.6391854855063357,0.7049273473608204,-0.3009097250116972,-0.41593117459066486,0.10764505731803786,-1.1384602887430075,2.692862889302271,-6.740886928518893,-1.7680562705159932,-5.419907197168225,-0.873044169718201,-1.5953993344748358,1.4833034425022418,3.999128891282711,-0.6809777381344411,5.745966420151237,2.154527714646148,4.407121528622995,-0.7607484120672456,-5.987442235035569,-0.3249090931122778,3.376034352354563,6.486760542273233,-2.0071602803623714,0.22248473597293428,-0.052080353526138934,0.15536981012021822,1.8870128705687863,-3.778830608973729,0.427533343094582,12.024590131428381
CC>AT,-0.6639376312354739,-0.8997331440722158,-6.5373773447898635,34.72127987101104,-4.793893429724733,2.7497595311398975,17.52192582605982,-4.573150711932201,2.251920866787141,-0.737419373138809,-0.8112071917500057,1.7475678691316991,3.1678808661917763,-8.847239445417145,-11.458122484171671,-10.398743005651736,-11.169507289472792,-4.59154427523012,1.5856056695074203,-0.05905405709166356,0.4767297030541533,-1.2466644582116224,4.410880844863886,-1.5214602311620382,4.0210267748677175,3.1660976697678294,-0.7976500418035908,-5.0896002803883,-1.8503166408162932,3.846152932345035,4.544968041826721,4.958207294586098,-0.5019963808673351,0.14996709593919766,9.82618126331855,1.393045104559782,1.6844241801635746,2.004955622380316,-2.0261931024515163,-0.18491576133332543,10.035838900966247,-3.4578089370370466,-4.341131067463305,-2.722965168722869,-5.203781079584498,4.125068885778673,14.122170582099727,3.785970034870677,-0.8543342445975428,-0.34200446467774537,1.5480503329067434,1.3614214300735274,1.7205499294902395,-3.077133473800558,11.686161928138299,8.393776395087464,0.7029203962785411,3.0241303583309067,1.8936476638843676,-0.8239484190116677,-0.9804902448535933,7.652235721848028,-0.5468162458787122,-4.600146560382291,-1.4163669165461663,3.6903566601396665
CC>GA,-0.4680095558796661,0.4642672626948896,-1.578352452867377,0.755968791933397,-0.8201705953937004,-0.9086157151659383,-0.7760460665220711,-0.8660936838126819,-0.42986944761360457,0.6114282147143831,0.05763493849908752,-0.841391227500379,-1.944374234817775,-2.5154363157611233,-3.486849033263421,-1.8992341051113555,-2.2438605131572285,-0.8360831908975449,-0.8682496924094939,-0.5462975741041911,0.6968616718885566,-1.3077504967655205,-0.42816398888297774,0.03921319142463342,-0.5880300972881504,0.5607863540651357,-0.6525405426709585,-2.087663541561508,1.4199856217461164,-2.626714892388947,-0.7064957469434447,1.6523030028445138,-0.1664552290250636,-0.7465453199440001,0.9842881605337286,-0.15624087974541254,4.4698722025563935,-1.0582621779686232,-0.45846628311073345,-0.28512712212980607,0.5164967274192278,-0.7629215211992025,-0.6675968513756319,2.831066946694736,-1.3639015276050306,-0.5924672255470005,0.17020832403240838,-0.2620016711664875,1.6167383219528724,-0.43436898191598705,0.8998511925955618,-0.35723764546604814,-0.00823903325804487,-0.9717999091803049,-0.9721332832412306,1.291842805559563,0.6722988809840024,0.5069414772467615,-0.8190701199556427,0.20048731374932083,-0.40277921458571986,-0.5065119435106572,-0.40436704642210636,4.947643279321133,-0.3145948984558217,-0.43690051946625197
CC>GG,0.8045093184872456,-0.02776503129096629,-0.1619547473235768,-0.07516743575466615,-0.06577401047712289,0.6969535293028306,-0.4579744234905041,0.6406030177384809,-0.40974907111428804,-0.37140610790877265,0.7944410829445805,-0.05085983643211443,-0.12110060335502396,-0.05831056601623794,-0.0878776064245206,-0.13618341484717134,-0.055036632690919074,-0.36182190610469045,-0.020129616213832482,-0.08089375365877274,-0.006957128740215351,-0.10158560587274298,-0.19847056426952217,-0.02083628125954763,-0.1163229946737941,-0.03752794067387314,-0.25483461892369963,-0.38317272765192134,-0.16068778773310083,-0.14007773911202462,-0.47881752819844414,-0.16374581646369005,-0.1816814909845467,-0.1451409475666545,-0.0800045651735847,-0.01568663062008492,-0.047751638639046884,0.7527826612904949,-0.21443876852935792,-0.03394848351482105,-0.24507813644324988,-0.03638442159830346,-0.1145685439546675,-0.08667344393876864,-0.1937125302014828,-0.30437301661514465,-0.2351957623910268,-0.005606732512963514,0.7315021406470055,-0.01700870538908076,0.7901150844701026,-0.017887517124157606,0.8266518949011319,-0.2468795699861822,-0.07985974034417212,-0.027450089295657672,-0.1454068429303378,-0.10180087799990878,-0.0416101865080951,-0.1665850056324661,-0.011210554454373798,-0.17700159273619964,-0.12898958159426835,0.9451031771376972,-0.011947195252394436,-0.4194054938440734
CC>GT,-0.09097684576687351,-0.09437089413883842,-0.12493108420797489,0.7104693725068614,-0.23010070767322655,-0.30914518314641576,-0.3287653189685843,-0.0679107450524647,-0.10220811726133464,-0.046867979220401104,-0.09236330372233201,0.7685919819697138,-0.09003600762080789,-0.11752353958231335,-0.2083970927544443,-0.22759018926571226,0.8769495771067165,-0.07581780001393368,-0.038099906899246375,-0.017899662765448125,-0.012716292972176616,-0.49166154417748487,-0.2661600576163809,-0.030408325342201184,-0.14833254577793775,-0.1846833777667303,0.4899077545429005,-0.1279629986186656,-0.17710933006777985,-0.6066414334284989,-0.19040622269763116,-0.36619330465893757,-0.04857987273655332,-0.045905718371625555,0.9505608843486995,-0.07919877354427693,-0.13350086055112434,-0.2993835888161455,-0.20192643488799833,0.8201737656746475,-0.20675850323025746,-0.046597112279093564,-0.11966405456885608,-0.23345062159938723,-0.1532853520605324,-0.14302692755647464,-0.26004904310310556,-0.007683749290885089,-0.03561006639413994,-0.05976832292090497,-0.01995837220216695,-0.0667628868128487,1.6461914804419848,-0.46110833603307133,-0.29585306508052445,-0.10036369009789362,-0.13689533862114675,-0.30839087873368926,-0.07522835553155671,-0.03740649440937868,-0.027411923746909074,-0.025553354181841764,-0.27884621808482973,-0.10331049786597662,-0.008255914144099243,-0.43347384599067984
CC>TA,-0.5000560869675574,0.2322363825183381,-1.2123557155074267,-0.9241409948641601,-0.5576323693344798,-0.7398782544577941,2.561903938528438,-0.2335869807594506,-0.17603442356622337,0.6244918079538154,2.435111879755155,2.2373559728434054,5.033730626046144,-1.4452937314903538,-3.055400903204473,-1.7129896418497843,1.3257964670391935,-0.8003282773213831,0.5576370448810488,-9.481148059949764,-0.14188974472792293,-1.428964730484623,-0.25375515872405535,-0.23593083928502825,-0.4470777197789463,-0.13007461804563625,0.06684251448923073,-0.41430189299800646,2.5944924457989633,-0.022546391678624378,-0.5946785021917618,2.2765732208243654,0.6890961087307393,0.40369450429118914,-0.5322758103202921,-0.03529629996616739,-0.14070218809837634,-0.7199196983569442,-0.4091980700318221,0.7043535281936673,3.8428697685548308,-1.861901254710745,0.5053885095810691,6.180782561584798,-2.0522938423996786,-0.42817821644944604,1.5212342690422476,2.9488640323294035,-0.17054749366772315,-0.3656481828202034,0.9562962284958898,-0.2276513089036972,1.675583394420972,-0.3945785708113049,-1.789138412425983,1.50833338614315,-0.24803881155022284,-0.2238767328045897,-0.8275655092514995,0.37537996548965435,-0.2430466974250007,1.3558963544932923,-0.3101517880262883,-0.7706680339199677,-0.03298187290498304,-0.28955183371754634
CC>TG,-0.08618112707893284,-0.8109769363788568,-0.06386458915569451,-0.21745792122830027,-0.13290428012804073,-0.25439489569577933,-0.2884873340151375,-0.05766978942231357,-0.1007887689367478,-0.04386716080066741,-0.05910984746355224,-0.17274819681257733,-0.024582708991716017,-0.02154400613680571,-0.0502305286024599,-0.12795118762649085,-0.02547291252256639,-0.04993742160445187,-0.007204110531456555,-0.04600836856019478,-0.002952053367032638,-0.38859118008040106,-0.2403843644664275,-0.006103624205539349,-0.11781758149321332,-0.48590202682431805,-0.4228515785175953,0.21001965582294968,-0.14100852698587582,-0.4654071286969988,-0.16694770185283883,-0.3153750102468737,-0.22252780891758606,-0.03281449786068414,-0.03432707194545922,-0.06597589141498404,-0.1247455837903367,-0.25570098561532395,-0.1850283650904433,-0.14954791187583066,-0.17889676339989508,-0.06547411683421787,-0.04213108566707169,-0.07677726858363419,-0.04600980319047082,-0.11952189117937381,-0.20996968181450432,-0.0011107552562469318,-0.032787775565189345,-0.03569242680064156,-0.028891598103428555,-0.05004986208414568,-0.32635119060014806,-0.3955408761910008,-0.19245754868343262,-0.06424803329023498,-0.11958636602373157,-0.2672242515702866,-0.013812287725486755,-0.033835822057766564,-0.013185114605489254,-0.021458523120611944,-0.23848823806692857,-0.053347258576297525,-0.010593638968565963,-0.38791644127168967
CC>TT,-3.5092525706090238e-15,-2.4179987098806304e-15,-1.2958689877405153e-15,-0.037010993369187166,-8.159709037416432e-16,-1.7772350822362453e-15,-0.0013027387887447762,-2.435927446416276e-15,-2.4549246456361232e-15,-0.13706409935565408,-0.0029778395926056433,-4.420719435331285e-16,-0.0007365092974807573,-0.09440651844924106,-1.2343797642736366e-15,-9.200623416075977e-16,-1.2468992772429137e-15,-1.7402122496638894e-15,-8.991878420140859e-16,-5.318256011699209e-15,-3.4102107424988333e-16,-1.0341453999375953e-15,-1.2391480146313099e-15,-1.5131119206141405e-15,-0.011436874763030284,-1.4216371062062108e-15,-1.897312292808271e-15,-4.788525257426213e-15,-7.956096557354837e-16,-1.8280980258615468e-15,-2.333514568972296e-15,-0.13084650116933663,-2.9612667144499086e-15,-0.0276893464860787,-1.3058232196606524e-15,-2.0119016152492275e-16,-8.555441847099859e-16,-0.0022009564618341204,-1.2202442330657445e-15,-2.645158098825451e-16,-0.015991465603884123,-0.5722659419455608,-7.541062783636759e-16,-0.000774756486196912,-1.2805319667500567e-15,-1.6192576563366527e-15,-0.018783534453245872,-4.3835770089757645e-16,-1.5165260135730784e-15,-1.659661225137578e-16,-9.84751162059739e-16,-5.395600721614284e-16,-0.014234327444571147,-1.6043404951841283e-15,-1.3320467610169569e-15,-0.008145229073693099,-1.0868773494142681e-15,-6.515294382453399e-05,-2.0851408980487356e-15,-2.04091018696378e-15,-5.3093198451231255e-16,-1.8675065749430786e-15,-7.608106553278622e-16,-0.0038566931044799616,-6.304097636655242e-16,-1.995943478737712e-15
CG>AT,-0.08669443489678369,0.7052793834598243,-0.1104332624977305,-0.08023887854515338,-0.1187726183711168,-0.06257692796788956,-0.05473526655939274,-0.07814825462777433,-0.04119393107479694,-0.03629641123778455,-0.06895315710703392,-0.05213229255059872,-0.143175051618458,-0.18046862479748257,-0.232887240366857,-0.12364533792136956,-0.15270374671137849,-0.0624806135649277,-0.06310039734456285,-0.15383399706566936,-0.02248321446633708,-0.08247614446826215,-0.031841820103779304,-0.07526424577059955,-0.039250488341644525,-0.1422290839443106,-0.11200600378754434,-0.4035423892885978,0.9628833821596826,-0.17653904967493556,-0.055188923582454655,-0.020856352253290224,-0.16186070080010243,-0.06065762051153486,-0.08120407092848889,-0.009376017788973907,-0.043587788218822275,-0.07820556702094109,-0.03665730674014653,-0.016160303667309802,-0.034114688843152434,-0.08786030335418446,-0.11051666541200163,-0.20636044305368514,-0.1576754758872265,0.955611864258927,1.9452400267144678,-0.0206493296919822,-0.03305743240476768,-0.027810288350422274,-0.01266096609846818,-0.026637221369409873,0.9202444435928374,-0.06321000113771527,-0.13382796365506414,-0.0478568427614988,-0.026035197285188987,-0.02940311985663427,-0.13413953227628767,-0.0731347284224145,-0.030522677587176507,-0.05003101653789398,-0.024084072975950728,-0.07062655283364241,-0.028565061173136737,-0.02811369514381082
CG>GC,-0.0166675541491639,-0.020412845268557432,-0.038985841145111604,-0.020953194597861196,-0.03319946020653276,-0.03377830278864156,-0.0465073009375608,-0.04346691498185816,-0.036566545408591035,0.9643602374059711,-0.029321701458718746,-0.014075080354763948,-0.029537812056043233,-0.0312517216092564,-0.06875603116469103,-0.04365639677890293,-0.03874875374996782,-0.047482224850511984,-0.010334909572143097,-0.008966966995601209,-0.0033324035814323054,-0.018826736623735386,-0.01605879566976028,-0.005707276844551961,-0.017807826019757778,-0.007912315118810494,-0.03541821991597749,-0.07390045856124358,-0.02074003933843139,-0.03995022092844541,-0.05109898729350146,-0.010382275386728363,-0.02464840004903098,0.9782197617527602,-0.01786101569978598,-0.0008582257839810719,-0.005228793358241855,-0.02999918321004989,-0.021490499985370365,-0.0031780840523902253,-0.02214553232954684,-0.004705190019110597,-0.04046599899679075,-0.06416834513301557,-0.05962550916130785,-0.03326292362250503,-0.027276401598817095,-0.0012513894254313144,-0.027753600361474944,-0.008206756700133617,-0.020071637913179695,-0.0026584872162156393,-0.01682565786417663,-0.02379507513718796,-0.03205688029933411,-0.01014113794801333,-0.011955187265498702,-0.009212852918886719,-0.019402705907814455,-0.018960825127172398,-0.0038429930273447084,-0.01669779980326966,-0.010477961806134578,-0.01974256243667215,-0.0014815143082167418,-0.03339042549847612
CG>GT,-0.007323996222277999,-1.0196566355384733,-0.1074425942284272,-0.08053966637737811,-0.11477941660234302,-0.04306595403159921,-0.046909717110377426,-0.058391704300108926,-0.005523058770453758,-0.010636991070606842,-0.04624250711168991,-0.04915703585197208,-0.07450576164066057,-0.10277271284089809,-0.24480078038423522,-0.12987049713573662,-0.13235144924077397,-0.060068211417988536,-0.03385633535335158,-0.05015891459603092,-0.011556142698533564,-0.06599291535226409,-0.021087442029227188,-0.017912115737098687,-0.04320189503519385,-0.4520709927480819,-0.10335669155299555,-1.0849332696538987,-0.034293693020641614,-0.16652587785687595,-0.04490537235712216,-0.007154465489372963,-0.28715646037727277,-0.049369038180395855,-0.06700662129892768,-0.0027155335881613773,-0.03592127391255516,-0.06806712461902081,-0.03677523935822955,-0.011419095751508047,0.9871687918279797,-0.08240137330132642,-0.1205126525395029,-0.22236663762624828,-0.16524329277931887,-0.03060312328717898,-0.03823399236675059,0.9967401559099222,-0.0156426059278515,-0.02827443357280955,-0.011146175766869847,-0.008053881082187594,-0.07194639089700207,-0.04650477408944976,-0.11313861642212289,-0.03440263825705118,-0.004392065213772264,-0.02964505678388681,-0.06255001795721134,-0.03295772515430063,-0.012249979176853144,-0.00525197532733885,-0.013386129777652401,-0.06092514119138523,-0.01354747209699373,-0.010426730792691892
CG>TA,-18.812673633180832,-1.7046845242248228,-1.2958689877405153e-15,-0.7250388374457489,-0.561050778004143,-1.0912379659949807,-0.022639829435431597,-3.265962671205187,-0.6750894052263091,0.05263860754128791,-0.0517508045705003,-0.7125217841763045,0.987200469490422,0.3593430288918722,-0.37982230372957004,-0.4709577685635314,-1.2468992772429137e-15,-0.4358031300174914,-8.991878420140859e-16,-32.657554289687106,-3.4102107424988333e-16,-2.8741840839721746,-0.7446732207987008,-1.5131119206141405e-15,-0.19875733811478777,-1.4216371062062106e-15,-1.897312292808271e-15,-4.788525257426213e-15,-7.956096557354836e-16,-1.4443481325934235,-0.6315380200259473,-0.7334514965391987,-2.9612667144499086e-15,-0.12413122450215885,-1.3058232196606524e-15,-2.011901615249227e-16,-8.555441847099859e-16,-0.784778731399479,-0.8665411334229012,-0.7375688650208545,-0.2779099362228167,-0.30904811574181323,-0.09473564353318567,-0.18582869192457774,-1.2805319667500567e-15,-0.36699903313854204,-0.32643229777968663,-4.3835770089757645e-16,-1.5165260135730784e-15,-0.057540800825500886,-9.84751162059739e-16,-0.5583765383079694,-0.28397542521584446,-1.6043404951841283e-15,-1.8996653439636906,-0.3533408438246779,-0.9535638846914721,-0.029359552076699595,-2.0851408980487356e-15,-1.906252237491951,-0.37435948848361855,-2.7272413838734617,-0.7744134149203208,-0.0670240840487182,-6.304097636655242e-16,-0.998718303753095
CG>TC,-0.1667653078750551,-0.043812774350807646,0.8358188168391145,-0.12087851690538756,-0.19668749187162152,-0.08154953450956653,-0.06817716510756278,-0.1029889887215734,-0.016797467444772576,-0.04202912251411747,-0.07825917685264089,-0.0874649831439595,-0.12575966664678273,-0.1846920520082559,-0.40103227767443517,-0.22188717782506692,-0.22230907489661852,-0.1064310678035065,-0.05686806328883387,-0.3496104691029386,-0.01805448236699934,-0.1312211957496495,-0.021125270284542703,-0.026904311236593162,-0.06164544963316679,-0.0061483803888406265,-0.12684831485199005,-0.17191323784457213,-0.05753872724924358,-0.238568799598962,-0.07687613100672767,-0.044424574404049066,-0.033855372791659295,-0.066771119896087,-0.0694223792689477,-0.00442068488537446,-0.01692269072262656,-0.08345280669064242,-0.04028586682932842,-0.024297211442660418,-0.024669834160362995,-0.11575076558698458,-0.20036744328609396,-0.3747990197819546,-0.27847103749826674,-0.05580481614612766,-0.0674676021975782,-0.0054755193700524885,-0.028045091985129708,-0.0478541989510594,-0.010543208312728633,-0.01754749634838892,-0.041180809535834306,-0.05558368802253905,-0.19841565228291,-0.06026279204144277,-0.014990017098636836,-0.03039737345174324,-0.10506448328750523,-0.04316848509890882,-0.02331443753740832,-0.03005725572091764,-0.027196213131230607,-0.10289253530731932,-0.0023938094461132976,-0.0264788129945943
