"","Tool","cancer.type","m.Combined","med.Combined","sd.Combined","m.F1","med.F1","sd.F1","m.SMD","med.SMD","sd.SMD","m.sens","med.sens","sd.sens","m.prec","med.prec","sd.prec"
"14","fitms_0.030","Liver-HCC",2.89638338767778,2.96381389061244,0.245122775820323,0.971333333333333,1,0.123639169440665,0.0652832789888837,0.036186109387558,0.116319683051635,0.981666666666667,1,0.115797629116882,0.98,1,0.0984731927834662
"15","pasa","Kidney-RCC",2.87082197761104,2.93487097914458,0.175473004741399,0.970190476190476,1,0.0749007604426405,0.0766780223889557,0.0628955696202532,0.0729737877553029,0.954166666666667,1,0.110715837317868,0.993333333333333,1,0.0469017647120965
"16","pasa","Ovary-AdenoCA",2.86239342227867,2.92110177404295,0.212133441151093,0.977031746031746,1,0.0731960103033122,0.0972732443880016,0.0773362868614149,0.111877076576176,0.968,1,0.0994564351441498,0.991666666666667,1,0.0598117135471061
"17","fitms_0.001","Liver-HCC",2.84960975494014,2.94893708186955,0.288267167482534,0.949571428571429,1,0.140804712827869,0.0778902450598569,0.0471862376688216,0.124911588105804,0.981666666666667,1,0.115797629116882,0.945833333333333,1,0.14668761328843
"18","fitms_0.005","Liver-HCC",2.84960975494014,2.94893708186955,0.288267167482531,0.949571428571429,1,0.140804712827869,0.0778902450598592,0.0471862376688216,0.124911588105801,0.981666666666667,1,0.115797629116882,0.945833333333333,1,0.14668761328843
"19","pasa","Lung-AdenoCA",2.84697797132982,2.9874626178974,0.300045851842181,0.941238095238095,1,0.13230244643433,0.0655220286701784,0.0096961129638163,0.146571742129707,0.97,1,0.112066598765745,0.9425,1,0.16526981985765
"20","fitms_0.060","Kidney-RCC",2.81591094464394,2.90800283189154,0.195493345742487,0.942,1,0.102154755325408,0.0899223886893938,0.081142034505674,0.0705560923360587,0.909166666666667,1,0.160707872246571,0.996666666666667,1,0.0333333333333333
"21","fitms_0.050","Kidney-RCC",2.81591094464393,2.90800283189154,0.195493345742488,0.942,1,0.102154755325408,0.0899223886894009,0.081142034505674,0.0705560923360551,0.909166666666667,1,0.160707872246571,0.996666666666667,1,0.0333333333333333
"22","mp","Skin-Melanoma",2.81143830413461,2.89844027183412,0.20864922324524,1,1,0,0.188561695865385,0.101559728165875,0.20864922324524,1,1,0,1,1,0
"23","fitms_0.005","Kidney-RCC",2.81080235323632,2.90153456667522,0.197903428490225,0.94,1,0.102962374687313,0.0916976467636833,0.0820585445385047,0.0724088585483806,0.916666666666667,1,0.154886729547431,0.985833333333333,1,0.0721007136361786
"24","fitms_0.001","Kidney-RCC",2.81080235323632,2.9015345666752,0.197903428490224,0.94,1,0.102962374687313,0.0916976467636846,0.0820585445385056,0.0724088585483793,0.916666666666667,1,0.154886729547431,0.985833333333333,1,0.0721007136361786
"25","fitms_0.010","Kidney-RCC",2.81080235323631,2.90153456667513,0.197903428490218,0.94,1,0.102962374687313,0.0916976467636856,0.082058544538505,0.0724088585483773,0.916666666666667,1,0.154886729547431,0.985833333333333,1,0.0721007136361786
"26","fitms_0.030","Kidney-RCC",2.8094707407139,2.90199497938156,0.197191149043509,0.939428571428571,1,0.103583560683343,0.0921959259527699,0.0823556624958889,0.0706447202731435,0.914166666666667,1,0.159551401847962,0.9875,1,0.0619716726858991
"27","pasa","Stomach-AdenoCA",2.8006645750073,2.92278759491874,0.265250308556041,0.946761904761905,1,0.0934752596306691,0.107502091659366,0.0658536585365854,0.124556578675771,0.9165,1,0.142321126437023,0.991666666666667,1,0.0481125224324688
"28","yapsa_0.10","Skin-Melanoma",2.77235640920115,2.89841178933224,0.318524231600684,0.976666666666667,1,0.0854774666587475,0.192643590798854,0.101588210667762,0.215990591167174,1,1,0,0.965,1,0.128216199988121
"29","fitms_0.030","Ovary-AdenoCA",2.75154192050952,2.87188819993974,0.265565449457648,0.931142857142857,1,0.11872507853618,0.135791412823815,0.106430928988543,0.124634790969335,0.948166666666667,1,0.125794779698231,0.939166666666667,1,0.145477560258345
"30","fitms_0.060","Ovary-AdenoCA",2.75154192050952,2.87188819993974,0.265565449457646,0.931142857142857,1,0.11872507853618,0.135791412823818,0.106430928988545,0.124634790969332,0.948166666666667,1,0.125794779698231,0.939166666666667,1,0.145477560258345
"31","fitms_0.001","Ovary-AdenoCA",2.75154192050951,2.87188819993974,0.265565449457642,0.931142857142857,1,0.11872507853618,0.13579141282382,0.106430928988617,0.124634790969327,0.948166666666667,1,0.125794779698231,0.939166666666667,1,0.145477560258345
"32","fitms_0.005","Ovary-AdenoCA",2.75154192050951,2.87188819993974,0.26556544945764,0.931142857142857,1,0.11872507853618,0.13579141282382,0.106430928988544,0.124634790969328,0.948166666666667,1,0.125794779698231,0.939166666666667,1,0.145477560258345
"33","fitms_0.010","Ovary-AdenoCA",2.75154192050951,2.87188819993974,0.265565449457642,0.931142857142857,1,0.11872507853618,0.13579141282382,0.106430928988546,0.124634790969328,0.948166666666667,1,0.125794779698231,0.939166666666667,1,0.145477560258345
"34","fitms_0.050","Ovary-AdenoCA",2.75154192050951,2.87188819993974,0.265565449457648,0.931142857142857,1,0.11872507853618,0.135791412823823,0.106430928988616,0.124634790969334,0.948166666666667,1,0.125794779698231,0.939166666666667,1,0.145477560258345
"35","yapsa_0.06","Skin-Melanoma",2.73958104201444,2.89588616600926,0.363280305463902,0.956666666666667,1,0.11266588966321,0.195418957985559,0.101588210667762,0.218600658692863,1,1,0,0.935,1,0.168998834494816
"36","fitms_0.060","Lung-AdenoCA",2.73628924978768,2.95612986107105,0.425199393975423,0.9,1,0.168375082331586,0.111210750212324,0.0337531583053744,0.215549355035333,0.928333333333333,1,0.174488188557644,0.919166666666667,1,0.192979692237711
"37","fitms_0.010","Lung-AdenoCA",2.73628924978729,2.95612986107105,0.425199393975199,0.9,1,0.168375082331586,0.111210750212713,0.0337531583053706,0.215549355035158,0.928333333333333,1,0.174488188557644,0.919166666666667,1,0.192979692237711
"38","fitms_0.050","Lung-AdenoCA",2.73628924978627,2.95612986107105,0.425199393974592,0.9,1,0.168375082331586,0.11121075021373,0.033753158305375,0.215549355034686,0.928333333333333,1,0.174488188557644,0.919166666666667,1,0.192979692237711
"39","fitms_0.030","Lung-AdenoCA",2.73628924978566,2.95612986107104,0.425199393974225,0.9,1,0.168375082331586,0.111210750214341,0.033753158305374,0.215549355034403,0.928333333333333,1,0.174488188557644,0.919166666666667,1,0.192979692237711
"40","fitms_0.001","Lung-AdenoCA",2.73628924978503,2.95612986107104,0.425199393973851,0.9,1,0.168375082331586,0.111210750214967,0.0337531583053711,0.215549355034111,0.928333333333333,1,0.174488188557644,0.919166666666667,1,0.192979692237711
"41","fitms_0.005","Lung-AdenoCA",2.73628924978291,2.95612986107105,0.425199393972582,0.9,1,0.168375082331586,0.11121075021709,0.0337531583053711,0.215549355033126,0.928333333333333,1,0.174488188557644,0.919166666666667,1,0.192979692237711
"42","fitms_0.001","Stomach-AdenoCA",2.72056840525367,2.82242946789668,0.267156397438307,0.90486075036075,1,0.117719846862064,0.117431594746326,0.0813157765302619,0.107663072484623,0.877666666666667,1,0.171106191717294,0.960333333333333,1,0.101165486544518
"43","fitms_0.005","Stomach-AdenoCA",2.72056840525367,2.82242946789668,0.267156397438303,0.90486075036075,1,0.117719846862064,0.117431594746327,0.081315776530262,0.107663072484619,0.877666666666667,1,0.171106191717294,0.960333333333333,1,0.101165486544518
"44","fitms_0.050","Stomach-AdenoCA",2.72056840525367,2.82242946789668,0.267156397438301,0.90486075036075,1,0.117719846862064,0.117431594746327,0.0813157765302635,0.107663072484618,0.877666666666667,1,0.171106191717294,0.960333333333333,1,0.101165486544518
"45","fitms_0.060","Stomach-AdenoCA",2.72056840525367,2.82242946789668,0.267156397438304,0.90486075036075,1,0.117719846862064,0.117431594746327,0.0813157765302622,0.107663072484621,0.877666666666667,1,0.171106191717294,0.960333333333333,1,0.101165486544518
"46","fitms_0.010","Stomach-AdenoCA",2.72056840525367,2.82242946789668,0.267156397438301,0.90486075036075,1,0.117719846862064,0.117431594746328,0.081315776530262,0.107663072484619,0.877666666666667,1,0.171106191717294,0.960333333333333,1,0.101165486544518
"47","fitms_0.030","Stomach-AdenoCA",2.72056840525367,2.82242946789668,0.267156397438302,0.90486075036075,1,0.117719846862064,0.117431594746328,0.0813157765302635,0.10766307248462,0.877666666666667,1,0.171106191717294,0.960333333333333,1,0.101165486544518
"48","msa_default","Skin-Melanoma",2.7147753870381,2.89083647496257,0.370196941846837,0.94,1,0.128707639888456,0.195224612961897,0.102358064465088,0.218130035252306,1,1,0,0.91,1,0.193061459832685
"49","sigpro","Lung-AdenoCA",2.69028318830904,2.94750456482045,0.415597769105521,0.870666666666667,1,0.161799643321994,0.111383478357624,0.00292436720276474,0.219993918497597,0.806666666666667,1,0.237740958161251,0.995,1,0.05
"50","yapsa_0.03","Skin-Melanoma",2.68681106868038,2.89323228851259,0.40649831655621,0.923333333333333,1,0.140984194893883,0.198188931319622,0.10238408032467,0.220406217624857,1,1,0,0.885,1,0.211476292340825
"51","musical","Skin-Melanoma",2.67790969788282,2.88341692562308,0.352583490971049,0.916666666666667,1,0.145064713296415,0.197090302117176,0.102384095260246,0.21430539849823,1,1,0,0.875,1,0.217597069944622
"52","fitms_0.030","Breast-AdenoCA",2.67542696768098,2.74269053110372,0.242507130056511,0.933103174603175,1,0.0880708087669472,0.207239698985688,0.178753975651731,0.11579894477432,0.891,1,0.135781811509128,0.991666666666667,1,0.0481125224324688
"53","fitms_0.010","Breast-AdenoCA",2.67542696768055,2.7426905311035,0.242507130056677,0.933103174603175,1,0.0880708087669472,0.207239698986113,0.178753975651774,0.115798944774194,0.891,1,0.135781811509128,0.991666666666667,1,0.0481125224324688
"54","fitms_0.060","Breast-AdenoCA",2.6754269676804,2.74269053110348,0.24250713005673,0.933103174603175,1,0.0880708087669472,0.207239698986266,0.178753975651755,0.115798944774156,0.891,1,0.135781811509128,0.991666666666667,1,0.0481125224324688
"55","fitms_0.050","Breast-AdenoCA",2.67542696768033,2.74269053110353,0.24250713005675,0.933103174603175,1,0.0880708087669472,0.207239698986339,0.178753975651747,0.115798944774121,0.891,1,0.135781811509128,0.991666666666667,1,0.0481125224324688
"56","fitms_0.005","Breast-AdenoCA",2.6754269676803,2.7426905311037,0.242507130056801,0.933103174603175,1,0.0880708087669472,0.207239698986368,0.178753975652165,0.115798944774148,0.891,1,0.135781811509128,0.991666666666667,1,0.0481125224324688
"57","fitms_0.001","Breast-AdenoCA",2.67542696768019,2.74269053110353,0.242507130056838,0.933103174603175,1,0.0880708087669472,0.207239698986474,0.178753975652187,0.115798944774116,0.891,1,0.135781811509128,0.991666666666667,1,0.0481125224324688
"58","musical","Kidney-RCC",2.6734436155155,2.74795151702897,0.221341435140132,0.942484126984127,1,0.090994205995694,0.227056384484498,0.20287235601061,0.136444804364259,0.9825,1,0.0703676013986502,0.918,1,0.136918959048049
"59","musical","Breast-AdenoCA",2.66342744943843,2.73788803377191,0.210407556448296,0.969984126984127,1,0.0660518328403897,0.282572550561575,0.25831205488654,0.132109032701447,0.962833333333333,1,0.0919258655586015,0.983166666666667,1,0.0627867160884507
"60","pasa","Breast-AdenoCA",2.65817253438384,2.78310276679842,0.275511253510466,0.932492063492063,1,0.0888346753408954,0.22566079894949,0.176180836707153,0.148220864310588,0.887166666666667,1,0.142269069777968,0.996666666666667,1,0.0333333333333333
"61","mp","Liver-HCC",2.64507180648514,2.76261173270292,0.359113045152035,0.935238095238095,1,0.132780755606001,0.257428193514858,0.217343235047408,0.207284578808639,0.951666666666667,1,0.146594334781051,0.950833333333333,1,0.147507822844161
"62","sigpro","Liver-HCC",2.64188975291445,2.85211070729661,0.433245393838391,0.897333333333333,1,0.157468754137898,0.204776913752219,0.132820744761043,0.234451194279375,0.851666666666667,1,0.230763870840514,0.995,1,0.05
"63","musical","Liver-HCC",2.63532959041308,2.75643050107796,0.29080689086969,0.92347619047619,1,0.132349242346359,0.246337076253589,0.215474475594944,0.162003350486983,1,1,0,0.881666666666667,1,0.196839506313624
"64","deconstruct_0.00","Lung-AdenoCA",2.63413037668351,2.89676287911029,0.491840984489749,0.896142857142857,1,0.15457726803813,0.205869623316489,0.0423615581022132,0.346659707561382,0.895,1,0.201919798282069,0.945,1,0.149456553900885
"65","yapsa_0.00","Breast-AdenoCA",2.63396538644333,2.69479277152688,0.199932225894979,0.956333333333333,1,0.0701765260077939,0.287534613556674,0.260471158031644,0.130025063471132,0.979833333333333,1,0.070284614591391,0.941666666666667,1,0.101793677907584
"66","mutsig","Breast-AdenoCA",2.63396538231525,2.69479273103867,0.199932225767046,0.956333333333333,1,0.0701765260077939,0.287534617684746,0.260471193855287,0.130025096001734,0.979833333333333,1,0.070284614591391,0.941666666666667,1,0.101793677907584
"67","yapsa_0.01","Breast-AdenoCA",2.62925554884544,2.71104039540604,0.223876176215584,0.954349206349206,1,0.0756021928192417,0.287744451154556,0.260471158031644,0.130524312612153,0.962333333333333,1,0.0929507550973966,0.954666666666667,1,0.0924197713772012
"68","deconstruct_0.03","Lung-AdenoCA",2.62883554969851,2.89676287911029,0.482153074941647,0.891142857142857,1,0.153823171406547,0.206164450301491,0.0423615581022132,0.34656922912721,0.885,1,0.208805861427677,0.95,1,0.142626477236797
"69","sigest","Breast-AdenoCA",2.62824630938674,2.69087957095115,0.218172990682767,0.950833333333333,1,0.0768043166214037,0.284587023946589,0.255167701264362,0.138357877998672,0.980666666666667,1,0.0669488975424904,0.932166666666667,1,0.115621945769107
"70","deconstruct_0.06","Lung-AdenoCA",2.62478606443007,2.89676287911029,0.49186318934776,0.889571428571429,1,0.158835023080982,0.206047268903261,0.0423615581022132,0.346777539770043,0.88,1,0.211986489203766,0.950833333333333,1,0.145593236698655
"71","msa_thresholdx10","Skin-Melanoma",2.6219548799575,2.88624810264341,0.425451479707342,0.88,1,0.160806050441474,0.198045120042499,0.102358064465088,0.220611257807571,1,1,0,0.82,1,0.241209075662211
"72","msa_thresholdx100","Skin-Melanoma",2.6219548799575,2.88624810264341,0.425451479707342,0.88,1,0.160806050441474,0.198045120042499,0.102358064465088,0.220611257807571,1,1,0,0.82,1,0.241209075662211
"73","msa_thresholdx1000","Skin-Melanoma",2.6219548799575,2.88624810264341,0.425451479707342,0.88,1,0.160806050441474,0.198045120042499,0.102358064465088,0.220611257807571,1,1,0,0.82,1,0.241209075662211
"74","mp","Kidney-RCC",2.6151390096034,2.75550478593799,0.342805787679141,0.912333333333333,1,0.139015353679376,0.245694323729933,0.20539548225228,0.178480597869595,0.906666666666667,1,0.176192426181635,0.954166666666667,1,0.130491065094836
