Sample.ID,Tool,MD,SMD,sens,prec,F1,Combined,spec,scaled_L2,KL,cancer.type
Breast-AdenoCA::S.50,deconstruct_0.10,23.5723081988793,0.235723081988793,0.75,1,0.857142857142857,2.51427691801121,1,0.163370751758617,0.888386362634928,Breast-AdenoCA
Breast-AdenoCA::S.51,deconstruct_0.10,68.7041705326608,0.59227733217811,0.5,1,0.666666666666667,1.90772266782189,1,0.345585266774274,2.20293480862553,Breast-AdenoCA
Breast-AdenoCA::S.52,deconstruct_0.10,20,0.175438596491228,0.75,1,0.857142857142857,2.57456140350877,1,0.110056360053195,0.448819911635271,Breast-AdenoCA
Breast-AdenoCA::S.53,deconstruct_0.10,51.9087736627429,0.432573113856191,0.6,1,0.75,2.16742688614381,1,0.207399951464339,1.33554609413075,Breast-AdenoCA
Breast-AdenoCA::S.54,deconstruct_0.10,228.101126680401,0.958408095295803,0.2,1,0.333333333333333,1.2415919047042,1,0.527514906076075,3.43131827641159,Breast-AdenoCA
Breast-AdenoCA::S.55,deconstruct_0.10,96,0.888888888888889,0.4,1,0.571428571428571,1.51111111111111,1,0.47639348346065,2.93052308421206,Breast-AdenoCA
Breast-AdenoCA::S.56,deconstruct_0.10,35.4572579749617,0.25146991471604,0.75,1,0.857142857142857,2.49853008528396,1,0.142677008163292,0.321489409508223,Breast-AdenoCA
Breast-AdenoCA::S.57,deconstruct_0.10,51.7619214861206,0.581594623439557,0.4,1,0.571428571428571,1.81840537656044,1,0.275495936489236,1.91920531513183,Breast-AdenoCA
Breast-AdenoCA::S.58,deconstruct_0.10,55.4505048690657,0.840159164682814,0.4,1,0.571428571428571,1.55984083531719,1,0.432516262407273,2.92925004813282,Breast-AdenoCA
Breast-AdenoCA::S.59,deconstruct_0.10,11.4678214745266,0.084946825737234,1,1,1,2.91505317426277,1,0.0559291700870678,0.0129661998045025,Breast-AdenoCA
Breast-AdenoCA::S.60,deconstruct_0.10,18.8313852841415,0.13261538932494,0.75,1,0.857142857142857,2.61738461067506,1,0.0971118543451132,0.471052610047879,Breast-AdenoCA
Breast-AdenoCA::S.61,deconstruct_0.10,56,0.35,0.6,1,0.75,2.25,1,0.179802720566081,0.907379918889489,Breast-AdenoCA
Breast-AdenoCA::S.62,deconstruct_0.10,47.4714769561077,0.484402826082732,0.5,1,0.666666666666667,2.01559717391727,1,0.301285266673898,1.37311768193536,Breast-AdenoCA
Breast-AdenoCA::S.63,deconstruct_0.10,28.9402606644471,0.241168838870393,1,1,1,2.75883116112961,1,0.16408172055923,0.0713116663553028,Breast-AdenoCA
Breast-AdenoCA::S.64,deconstruct_0.10,57.1513304823727,0.303996438736025,0.6,1,0.75,2.29600356126398,1,0.168351764480812,1.06849198286251,Breast-AdenoCA
Breast-AdenoCA::S.65,deconstruct_0.10,46.1478390768915,0.530434931918293,0.75,0.75,0.75,1.96956506808171,0,0.298170632773307,1.25456516472667,Breast-AdenoCA
Breast-AdenoCA::S.66,deconstruct_0.10,40.929831686562,0.290282494230936,0.8,1,0.888888888888889,2.50971750576906,1,0.150382775509752,0.701612772211399,Breast-AdenoCA
Breast-AdenoCA::S.67,deconstruct_0.10,22.5711093541344,0.417983506558044,0.75,1,0.857142857142857,2.33201649344196,1,0.217023953451142,0.793797572280215,Breast-AdenoCA
Breast-AdenoCA::S.68,deconstruct_0.10,40.7463430599116,0.44776201164738,0.6,1,0.75,2.15223798835262,1,0.233415210940884,1.72764843005901,Breast-AdenoCA
Breast-AdenoCA::S.69,deconstruct_0.10,78.3206072093419,0.403714470151247,0.8,1,0.888888888888889,2.39628552984875,1,0.204735757160637,0.951680767489349,Breast-AdenoCA
Breast-AdenoCA::S.70,deconstruct_0.10,31.2664105953402,0.300638563416733,0.6,1,0.75,2.29936143658327,1,0.150044603014403,0.895461107588973,Breast-AdenoCA
Breast-AdenoCA::S.71,deconstruct_0.10,49.4192152313356,0.610113768288094,0.5,0.666666666666667,0.571428571428571,1.55655289837857,0,0.295675456032499,2.08949214557187,Breast-AdenoCA
Breast-AdenoCA::S.72,deconstruct_0.10,35.4014685729502,0.270240218114124,0.75,1,0.857142857142857,2.47975978188588,1,0.165642423596625,0.749516444369939,Breast-AdenoCA
Breast-AdenoCA::S.73,deconstruct_0.10,38.2514992054377,0.341531242905694,0.6,1,0.75,2.25846875709431,1,0.161027834919235,0.877529306575123,Breast-AdenoCA
Breast-AdenoCA::S.74,deconstruct_0.10,7.1141425055136,0.0646740227773964,1,1,1,2.9353259772226,1,0.0375339686366366,0.00488273018900938,Breast-AdenoCA
Breast-AdenoCA::S.75,deconstruct_0.10,51.6568059360068,0.394326762870281,0.8,1,0.888888888888889,2.40567323712972,1,0.186207360699558,0.632439172765945,Breast-AdenoCA
Breast-AdenoCA::S.76,deconstruct_0.10,22.3500577123088,0.157394772621893,0.8,1,0.888888888888889,2.64260522737811,1,0.0806086899438153,0.217399316615388,Breast-AdenoCA
Breast-AdenoCA::S.77,deconstruct_0.10,52.1985793800308,0.470257471892169,0.75,1,0.857142857142857,2.27974252810783,1,0.280247201829215,0.438817004878939,Breast-AdenoCA
Breast-AdenoCA::S.78,deconstruct_0.10,114,1.04587155963303,0.25,0.5,0.333333333333333,0.704128440366973,0,0.518954135313348,3.76616068089292,Breast-AdenoCA
Breast-AdenoCA::S.79,deconstruct_0.10,50.6499325242731,0.322611035186453,0.75,1,0.857142857142857,2.42738896481355,1,0.166049555983534,0.659198666474048,Breast-AdenoCA
Breast-AdenoCA::S.80,deconstruct_0.10,65.5912791174634,0.493167512161379,0.6,1,0.75,2.10683248783862,1,0.275546736213487,1.41232211257603,Breast-AdenoCA
Breast-AdenoCA::S.81,deconstruct_0.10,61.0802713013167,0.421243250353908,0.5,1,0.666666666666667,2.07875674964609,1,0.226996324041856,1.42867868782457,Breast-AdenoCA
Breast-AdenoCA::S.82,deconstruct_0.10,38.6844100067331,0.28655118523506,0.75,1,0.857142857142857,2.46344881476494,1,0.162170888440984,0.318068825851598,Breast-AdenoCA
Breast-AdenoCA::S.83,deconstruct_0.10,58.1610358468325,0.447392583437173,0.75,1,0.857142857142857,2.30260741656283,1,0.268615594326177,0.837070236854938,Breast-AdenoCA
Breast-AdenoCA::S.84,deconstruct_0.10,61.2676693231891,0.307877735292408,0.75,1,0.857142857142857,2.44212226470759,1,0.195197442662914,1.05168552840808,Breast-AdenoCA
Breast-AdenoCA::S.85,deconstruct_0.10,42.9495436061894,0.5237749220267,0.666666666666667,0.666666666666667,0.666666666666667,1.80955841130663,0.5,0.271271215016533,0.742172191314635,Breast-AdenoCA
Breast-AdenoCA::S.86,deconstruct_0.10,100,0.840336134453782,0.4,1,0.571428571428571,1.55966386554622,1,0.452520630345691,2.62890098780539,Breast-AdenoCA
Breast-AdenoCA::S.87,deconstruct_0.10,49.0964762959694,0.361003502176246,0.8,1,0.888888888888889,2.43899649782375,1,0.167337069454461,0.45837966863423,Breast-AdenoCA
Breast-AdenoCA::S.88,deconstruct_0.10,63.6184362284556,0.589059594707922,0.75,1,0.857142857142857,2.16094040529208,1,0.300921653703784,1.08162545489195,Breast-AdenoCA
Breast-AdenoCA::S.89,deconstruct_0.10,20.1187359854845,0.203219555408934,1,1,1,2.79678044459107,1,0.104426403515748,0.0309764258231187,Breast-AdenoCA
Breast-AdenoCA::S.90,deconstruct_0.10,27.4981162990832,0.151923294470073,1,1,1,2.84807670552993,1,0.100465677951955,0.0214755765792549,Breast-AdenoCA
Breast-AdenoCA::S.91,deconstruct_0.10,27.8834689677408,0.171064226795956,1,1,1,2.82893577320404,1,0.10279138703027,0.0352843664079235,Breast-AdenoCA
Breast-AdenoCA::S.92,deconstruct_0.10,38.2666013819466,0.329884494671953,0.8,1,0.888888888888889,2.47011550532805,1,0.167044948484172,0.508344207727601,Breast-AdenoCA
Breast-AdenoCA::S.93,deconstruct_0.10,23.7200952968981,0.179697691643167,1,1,1,2.82030230835683,1,0.0953670871329184,0.0281559389023402,Breast-AdenoCA
Breast-AdenoCA::S.94,deconstruct_0.10,49.366379030242,0.357727384277116,0.8,1,0.888888888888889,2.44227261572288,1,0.169395501740599,0.504178688329962,Breast-AdenoCA
Breast-AdenoCA::S.95,deconstruct_0.10,59.8346588482547,0.478677270786038,0.75,1,0.857142857142857,2.27132272921396,1,0.261669648439477,1.27901228393769,Breast-AdenoCA
Breast-AdenoCA::S.96,deconstruct_0.10,39.5499968511648,0.290808800376212,0.8,1,0.888888888888889,2.50919119962379,1,0.154863592139093,0.160816727854864,Breast-AdenoCA
Breast-AdenoCA::S.97,deconstruct_0.10,17.0479115106638,0.126280826004917,0.75,1,0.857142857142857,2.62371917399508,1,0.0698386951443716,0.0777813304190571,Breast-AdenoCA
Breast-AdenoCA::S.98,deconstruct_0.10,95.3008742098894,1.02474058290204,0.666666666666667,0.666666666666667,0.666666666666667,1.3085927504313,0.5,0.608516358948042,3.92718447846808,Breast-AdenoCA
Breast-AdenoCA::S.99,deconstruct_0.10,23.4124373677038,0.196743171157175,0.8,1,0.888888888888889,2.60325682884283,1,0.100176191031517,0.23721253598682,Breast-AdenoCA
Breast-AdenoCA::S.100,deconstruct_0.10,20.3267924527085,0.173733268826568,1,1,1,2.82626673117343,1,0.106399781948215,0.0280061828210261,Breast-AdenoCA
ColoRect-AdenoCA::S.1,deconstruct_0.10,35.0311445873988,0.294379366280662,0.5,1,0.666666666666667,2.20562063371934,1,0.185440919510201,0.269997056925549,ColoRect-AdenoCA
ColoRect-AdenoCA::S.2,deconstruct_0.10,162,1.48623853211009,0.666666666666667,0.5,0.571428571428571,0.680428134556575,0.6,0.888391388346306,6.99535657005644,ColoRect-AdenoCA
ColoRect-AdenoCA::S.3,deconstruct_0.10,66.8379303809327,0.491455370448035,0.5,0.5,0.5,1.50854462955197,0.5,0.224778580252159,0.933396014931582,ColoRect-AdenoCA
ColoRect-AdenoCA::S.4,deconstruct_0.10,63.2751231359946,0.591356290990604,0.75,0.75,0.75,1.9086437090094,0.75,0.320228667219191,0.94330860797763,ColoRect-AdenoCA
ColoRect-AdenoCA::S.5,deconstruct_0.10,9.9143567647898,0.132191423530531,0.75,1,0.857142857142857,2.61780857646947,1,0.0709406308467484,0.235749288017937,ColoRect-AdenoCA
ColoRect-AdenoCA::S.6,deconstruct_0.10,129.33709711774,0.49745037352977,0.6,1,0.75,2.10254962647023,1,0.295333447051789,0.377835263584409,ColoRect-AdenoCA
ColoRect-AdenoCA::S.7,deconstruct_0.10,86.6241939923306,0.573670158889607,0.5,0.5,0.5,1.42632984111039,0.5,0.259594458656875,1.24571742165063,ColoRect-AdenoCA
ColoRect-AdenoCA::S.8,deconstruct_0.10,41.999931408952,0.320610163427115,0.6,1,0.75,2.27938983657289,1,0.152152680002322,0.667108144999965,ColoRect-AdenoCA
ColoRect-AdenoCA::S.9,deconstruct_0.10,13.4139979778653,0.169797442757789,0.666666666666667,1,0.8,2.49686922390888,1,0.108568425756146,0.455358390211965,ColoRect-AdenoCA
ColoRect-AdenoCA::S.10,deconstruct_0.10,87.972717129773,0.22499416145722,0.25,1,0.4,2.02500583854278,1,0.130601528678944,0.460791891824245,ColoRect-AdenoCA
ColoRect-AdenoCA::S.11,deconstruct_0.10,128.848279800389,0.359911396090473,0.2,0.5,0.285714285714286,1.34008860390953,0.666666666666667,0.178360596218669,0.634920901970186,ColoRect-AdenoCA
ColoRect-AdenoCA::S.12,deconstruct_0.10,39.392885948892,0.358117144989927,0.333333333333333,1,0.5,1.97521618834341,1,0.215612232597204,1.08209670112493,ColoRect-AdenoCA
ColoRect-AdenoCA::S.13,deconstruct_0.10,40.7331801615593,0.306264512492927,0.5,1,0.666666666666667,2.19373548750707,1,0.180234854901993,0.95424019520928,ColoRect-AdenoCA
ColoRect-AdenoCA::S.14,deconstruct_0.10,11.6592478237805,0.259094396084011,0.666666666666667,1,0.8,2.40757227058266,1,0.182584182282957,0.934830654846968,ColoRect-AdenoCA
ColoRect-AdenoCA::S.15,deconstruct_0.10,264,1.25714285714286,0.5,1,0.666666666666667,1.24285714285714,1,0.687098294049821,5.08166858507049,ColoRect-AdenoCA
ColoRect-AdenoCA::S.16,deconstruct_0.10,131.018689401706,0.413308168459641,0.4,0.666666666666667,0.5,1.65335849820703,0.666666666666667,0.213083581303782,0.991787374344643,ColoRect-AdenoCA
ColoRect-AdenoCA::S.17,deconstruct_0.10,19.5897513915745,0.283909440457601,1,1,1,2.7160905595424,1,0.193098391520054,0.0832607133857491,ColoRect-AdenoCA
ColoRect-AdenoCA::S.18,deconstruct_0.10,40.499166805727,0.248461146047405,0.8,1,0.888888888888889,2.5515388539526,1,0.124223238926678,0.423744083425077,ColoRect-AdenoCA
ColoRect-AdenoCA::S.19,deconstruct_0.10,17.6716597102733,0.196351774558592,0.75,1,0.857142857142857,2.55364822544141,1,0.103983352157257,0.32557486864424,ColoRect-AdenoCA
ColoRect-AdenoCA::S.20,deconstruct_0.10,52.6320858997004,0.531637231310105,0.5,0.666666666666667,0.571428571428571,1.63502943535656,0.75,0.36452580588061,2.40947077698538,ColoRect-AdenoCA
ColoRect-AdenoCA::S.21,deconstruct_0.10,74.9165504053298,0.805554305433654,0.5,0.666666666666667,0.571428571428571,1.36111236123301,0.75,0.448534775948428,3.36371757122831,ColoRect-AdenoCA
ColoRect-AdenoCA::S.22,deconstruct_0.10,58.6764266589893,0.188065470060863,0.4,1,0.571428571428571,2.21193452993914,1,0.10465344067539,0.16875853413716,ColoRect-AdenoCA
ColoRect-AdenoCA::S.23,deconstruct_0.10,30.9758279628512,0.23827559971424,0.5,1,0.666666666666667,2.26172440028576,1,0.154755546818606,0.958826491603278,ColoRect-AdenoCA
ColoRect-AdenoCA::S.24,deconstruct_0.10,2.5358775509156,0.0347380486426795,1,1,1,2.96526195135732,1,0.0212746457272962,0.000956322581855601,ColoRect-AdenoCA
ColoRect-AdenoCA::S.25,deconstruct_0.10,33.0759483012589,0.167898214727203,0.5,1,0.666666666666667,2.3321017852728,1,0.0861217050959867,0.328771178898229,ColoRect-AdenoCA
ColoRect-AdenoCA::S.26,deconstruct_0.10,20,0.714285714285715,0.5,0.333333333333333,0.4,1.11904761904762,0.666666666666667,0.446437614479392,3.02518984047914,ColoRect-AdenoCA
ColoRect-AdenoCA::S.27,deconstruct_0.10,185.865987303858,0.801146496999388,0.5,0.666666666666667,0.571428571428571,1.36552016966728,0.75,0.422196051352248,1.08552636161985,ColoRect-AdenoCA
ColoRect-AdenoCA::S.28,deconstruct_0.10,17.9230014295891,0.119486676197261,0.5,1,0.666666666666667,2.38051332380274,1,0.0658827587572616,0.255039823655354,ColoRect-AdenoCA
ColoRect-AdenoCA::S.29,deconstruct_0.10,88.409034408501,0.369912277859837,0.25,1,0.4,1.88008772214016,1,0.20338342386496,1.12954401224903,ColoRect-AdenoCA
ColoRect-AdenoCA::S.30,deconstruct_0.10,23.5054533501847,0.18956010766278,0.75,1,0.857142857142857,2.56043989233722,1,0.127643198157216,0.677169081250438,ColoRect-AdenoCA
ColoRect-AdenoCA::S.31,deconstruct_0.10,21.7237839026031,0.190559507917571,0.666666666666667,1,0.8,2.4761071587491,1,0.138371358213776,0.688263155343014,ColoRect-AdenoCA
ColoRect-AdenoCA::S.32,deconstruct_0.10,2.92962782623586,0.183101739139741,1,1,1,2.81689826086026,1,0.129472481392761,0.0259045016954031,ColoRect-AdenoCA
ColoRect-AdenoCA::S.33,deconstruct_0.10,58.9712591687179,0.517291747094017,0.5,1,0.666666666666667,1.98270825290598,1,0.281809199603104,2.28355040573515,ColoRect-AdenoCA
ColoRect-AdenoCA::S.34,deconstruct_0.10,26.9781920333919,0.212426708924346,0.666666666666667,1,0.8,2.45423995774232,1,0.126694343867595,0.449501523999401,ColoRect-AdenoCA
ColoRect-AdenoCA::S.35,deconstruct_0.10,26.5009673816038,0.0883365579386793,0.5,1,0.666666666666667,2.41166344206132,1,0.0562652847594939,0.286484901681115,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.1,deconstruct_0.10,1028.68803072245,0.584149932267149,1,1,1,2.41585006773285,1,0.415393700959982,0.267177321252712,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.2,deconstruct_0.10,951.659387245087,0.626091702134926,1,1,1,2.37390829786507,1,0.442853929968781,0.303699609215501,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.3,deconstruct_0.10,12.49628599044,0.0624814299521999,1,1,1,2.9375185700478,1,0.0624814299521999,0,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.4,deconstruct_0.10,423.500082815304,0.282145291682414,1,0.5,0.666666666666667,2.21785470831759,0.857142857142857,0.199506849028492,0.219391977757416,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.5,deconstruct_0.10,4422.76315610462,1.01114841246105,1,1,1,1.98885158753895,1,0.715511185606812,0.815177755164921,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.6,deconstruct_0.10,1055.4067851997,0.3577650119321,0.5,0.5,0.5,1.6422349880679,0.833333333333333,0.211380804405683,0.887359588897531,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.7,deconstruct_0.10,433.41448142322,0.257524944398824,0.5,1,0.666666666666667,2.24247505560118,1,0.224516319619445,1.44556814618679,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.8,deconstruct_0.10,0,0,1,1,1,3,1,0,0,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.9,deconstruct_0.10,2954,0.619417068567834,0.5,1,0.666666666666667,1.88058293143217,1,0.437994009567008,2.1936517190333,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.10,deconstruct_0.10,517.953182787704,0.169431855671477,1,1,1,2.83056814432852,1,0.119806414094322,0.0280467150069195,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.11,deconstruct_0.10,960.98019754436,0.483633717938782,1,0.666666666666667,0.8,2.18303294872788,0.833333333333333,0.296164124797456,0.305827889704977,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.12,deconstruct_0.10,13.235809297305,0.0259525672496176,1,1,1,2.97404743275038,1,0.0193060832659476,0.000519696988025221,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.13,deconstruct_0.10,2270,1.60310734463277,0.5,1,0.666666666666667,0.896892655367232,1,1.13356807435979,7.26930114472342,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.14,deconstruct_0.10,230.069682901884,0.223803193484323,1,0.5,0.666666666666667,2.27619680651568,0.857142857142857,0.15825275576397,0.171208555669263,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.15,deconstruct_0.10,103.058963781823,0.134541728174704,1,1,1,2.8654582718253,1,0.134541728174704,0,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.16,deconstruct_0.10,182.73362805725,0.0477360574862199,1,1,1,2.95226394251378,1,0.0477360574862199,0,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.17,deconstruct_0.10,300.647248440352,0.466843553478808,1,0.333333333333333,0.5,1.86648977985453,0.714285714285714,0.286735662405998,0.383495079843356,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.18,deconstruct_0.10,913.110219740395,0.481090737481768,1,0.5,0.666666666666667,2.01890926251823,0.857142857142857,0.340572269346228,0.385389510432441,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.19,deconstruct_0.10,1613.72309876209,0.379520954553643,0.5,0.5,0.5,1.62047904544636,0.833333333333333,0.244956190302606,0.430149674570251,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.20,deconstruct_0.10,1556.29979013877,0.647918313962853,1,0.333333333333333,0.5,1.68541501937048,0.714285714285714,0.404851056020419,0.552855013349939,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.21,deconstruct_0.10,159.42907135608,0.067241278513741,0.5,1,0.666666666666667,2.43275872148626,1,0.0562165427412393,0.239848703170275,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.22,deconstruct_0.10,0,0,1,1,1,3,1,0,0,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.23,deconstruct_0.10,1036.76027788084,0.382145329111993,1,0.5,0.666666666666667,2.11785467088801,0.857142857142857,0.270217553613855,0.305917981234481,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.24,deconstruct_0.10,7.059383481591,0.0156181050477677,1,1,1,2.98438189495223,1,0.0156181050477677,0,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.25,deconstruct_0.10,11.236084443375,0.017722530667784,1,1,1,2.98227746933222,1,0.017722530667784,0,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.26,deconstruct_0.10,333.784779733424,0.178590037310553,1,1,1,2.82140996268945,1,0.126282226434651,0.0241110628932667,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.27,deconstruct_0.10,1712.64636131342,0.553001731131229,1,0.5,0.666666666666667,1.94699826886877,0.857142857142857,0.396708533004862,0.421120372858284,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.28,deconstruct_0.10,104.865950976047,0.20765534846742,0.5,1,0.666666666666667,2.29234465153258,1,0.164607316811104,0.933289998223225,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.29,deconstruct_0.10,779.75884051451,0.647102772211212,0.5,1,0.666666666666667,1.85289722778879,1,0.46133620528275,2.69208717589585,ColoRect-AdenoCA
ColoRect-AdenoCA::POLE.S.30,deconstruct_0.10,333.682152937468,0.289152645526402,1,1,1,2.7108473544736,1,0.204461796449749,0.0738206363487069,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.1,deconstruct_0.10,118.913051935546,0.275261694295246,0.571428571428571,1,0.727272727272727,2.29616687713333,1,0.1292504853907,0.381992537636579,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.2,deconstruct_0.10,111.621495278647,0.394422244800872,0.6,1,0.75,2.20557775519913,1,0.252297555386348,0.269341450642631,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.3,deconstruct_0.10,34.0959714486892,0.266374776942884,0.6,1,0.75,2.33362522305712,1,0.144375594582655,0.774412622027503,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.4,deconstruct_0.10,84.9430830874764,0.42051031231424,0.714285714285714,1,0.833333333333333,2.29377540197147,1,0.230278382264045,0.211488231693177,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.5,deconstruct_0.10,9.7258937031388,0.108065485590431,0.75,1,0.857142857142857,2.64193451440957,1,0.0553360970544507,0.127233783228717,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.6,deconstruct_0.10,33.921598999963,0.260935376922792,0.75,1,0.857142857142857,2.48906462307721,1,0.136651843451028,0.361067729327522,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.7,deconstruct_0.10,119.533849798391,0.796892331989273,0.6,1,0.75,1.80310766801073,1,0.4378154386502,1.02002213253205,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.8,deconstruct_0.10,106.542488221778,0.345917169551228,0.75,1,0.857142857142857,2.40408283044877,1,0.199830795638861,0.582721767177972,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.9,deconstruct_0.10,109.825594956328,0.499207249801492,0.5,1,0.666666666666667,2.00079275019851,1,0.310698909849457,1.27044708065703,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.10,deconstruct_0.10,15.6155744132781,0.135787603593723,0.75,1,0.857142857142857,2.61421239640628,1,0.106829098800174,0.0281592231208519,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.11,deconstruct_0.10,68.0889363552723,0.642348456181814,0.333333333333333,1,0.5,1.69098487715152,1,0.365547115285941,2.48567841235355,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.12,deconstruct_0.10,150,0.373134328358209,0.2,1,0.333333333333333,1.82686567164179,1,0.230338050341692,0.929979476951404,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.13,deconstruct_0.10,82.0653274699452,0.446007214510572,0.8,1,0.888888888888889,2.35399278548943,1,0.23685091969964,0.808074011398315,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.14,deconstruct_0.10,24.9682802807574,0.297241431913779,0.75,1,0.857142857142857,2.45275856808622,1,0.172638440410354,0.846364736815415,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.15,deconstruct_0.10,34.5246879534995,0.379392175313181,0.5,1,0.666666666666667,2.12060782468682,1,0.213478511270851,1.40905392645108,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.16,deconstruct_0.10,42.549612564078,0.297549738210336,0.8,1,0.888888888888889,2.50245026178966,1,0.148385954254312,0.591890872907385,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.17,deconstruct_0.10,34.7332098246002,0.165396237260001,0.5,1,0.666666666666667,2.33460376274,1,0.113441353031354,0.617765313959419,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.18,deconstruct_0.10,201.349152295066,0.927876277857447,0.8,1,0.888888888888889,1.87212372214255,1,0.572585907573881,3.9188952949984,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.19,deconstruct_0.10,74.3735565713261,0.323363289440548,0.5,1,0.666666666666667,2.17663671055945,1,0.148011093075668,0.419592631037148,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.20,deconstruct_0.10,221.935933408724,0.601452394061583,0.8,1,0.888888888888889,2.19854760593842,1,0.314742762362704,0.566368747682174,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.21,deconstruct_0.10,34.2235919215086,0.216605012161447,0.6,1,0.75,2.38339498783855,1,0.107592094370629,0.600338066780181,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.22,deconstruct_0.10,163.612263952149,0.764543289496021,0.4,1,0.571428571428571,1.63545671050398,1,0.444537947418218,3.09403597489636,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.23,deconstruct_0.10,91.5711391319299,0.640357616307202,0.6,0.75,0.666666666666667,1.7096423836928,0.666666666666667,0.342284125456223,2.20014439495208,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.24,deconstruct_0.10,163.108781000165,0.911222240224386,0.2,0.5,0.285714285714286,0.788777759775614,0.666666666666667,0.412384567147021,3.75007032304994,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.25,deconstruct_0.10,65.7089505942975,0.326910201961679,1,1,1,2.67308979803832,1,0.159555316437704,0.0906895481537869,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.26,deconstruct_0.10,30.715188642746,0.230941267990571,1,1,1,2.76905873200943,1,0.125640076410183,0.048593332721321,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.27,deconstruct_0.10,352.49930435384,1.31529591176806,0.5,0.666666666666667,0.571428571428571,0.851370754898606,0.75,0.760699024696982,5.77764145682024,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.28,deconstruct_0.10,75.4994471515001,0.452092497913174,0.6,1,0.75,2.14790750208683,1,0.276060326704827,1.56901438279765,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.29,deconstruct_0.10,99.3485572407642,0.62483369333814,0.4,1,0.571428571428571,1.77516630666186,1,0.35837434879225,1.80073755951686,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.30,deconstruct_0.10,78.449327560007,0.564383651510842,0.5,1,0.666666666666667,1.93561634848916,1,0.262089450571175,1.20680248945184,ColoRect-AdenoCA
ColoRect-AdenoCA::MSI-H.S.31,deconstruct_0.10,74.5004956261182,0.454271314793404,0.5,1,0.666666666666667,2.0457286852066,1,0.230327314592946,1.49068235425503,ColoRect-AdenoCA
