Sample Names	MutationType	ID1	ID2	ID3	ID5	ID6	ID8	ID9	ID11
Liver-HCC::MSI-H.S.1	4:Del:R:3	1.3788178771150416e-12	0.9999999999986212	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Del:R:4	0.7173323090436812	0.2826676909563188	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Del:R:5	0.293759163536422	0.7062408364635779	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Del:R:0	0.39643011106012654	0.6035698889398734	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Del:R:1	0.162433353182057	0.837566646817943	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Del:R:2	0.4904692055484147	0.5095307944515852	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Del:R:3	0.26573825850346167	0.7342617414965382	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Del:R:4	0.10006899042211442	0.8999310095778855	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Del:R:5	0.8172239503486486	0.1827760496513515	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	2:Ins:R:0	0.7858154868002536	0.2141845131997464	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	2:Ins:R:1	0.08074948008401206	0.9192505199159879	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	2:Ins:R:2	0.39299983026728924	0.6070001697327108	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	2:Ins:R:3	0.8033120058383995	0.19668799416160052	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	2:Ins:R:4	0.8168960678334578	0.18310393216654214	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	2:Ins:R:5	0.801009772755454	0.19899022724454593	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	3:Ins:R:0	0.015779717410081138	0.9842202825899189	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	3:Ins:R:1	0.38597410509952323	0.6140258949004767	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	3:Ins:R:2	0.3886548059681298	0.6113451940318702	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	3:Ins:R:3	0.994053484408627	0.0059465155913731044	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	3:Ins:R:4	0.6549975073047173	0.34500249269528277	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	3:Ins:R:5	0.6697446758409648	0.33025532415903525	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Ins:R:0	5.966670218234639e-13	0.9999999999994034	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Ins:R:1	0.651901714683861	0.3480982853161389	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Ins:R:2	0.9493448556050308	0.05065514439496915	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Ins:R:3	0.780509713844217	0.21949028615578306	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Ins:R:4	0.7951532571685654	0.20484674283143456	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Ins:R:5	0.5802585360788273	0.4197414639211728	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Ins:R:0	0.7173323090436812	0.2826676909563188	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Ins:R:1	0.9698940637743259	0.030105936225674146	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Ins:R:2	0.9928852945593353	0.007114705440664658	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Ins:R:3	0.8802247525509779	0.11977524744902218	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Ins:R:4	0.9972962168770737	0.0027037831229263726	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Ins:R:5	0.758368446576467	0.24163155342353296	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	2:Del:M:1	0.9538384877580487	0.04616151224195125	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	3:Del:M:1	0.9978034534019288	0.0021965465980712346	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	3:Del:M:2	0.6034858996057093	0.3965141003942906	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Del:M:1	0.6332073029658329	0.36679269703416695	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Del:M:2	0.4444878774267786	0.5555121225732214	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	4:Del:M:3	0.41232260663528125	0.5876773933647187	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Del:M:1	0.003938540461684645	0.9960614595383154	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Del:M:2	6.123245047254128e-06	0.9999938767549528	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Del:M:3	1.2444748688269904e-07	0.9999998755525132	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Del:M:4	0.20246949151381063	0.7975305084861893	0.0	0.0	0.0	0.0	0.0	0.0
Liver-HCC::MSI-H.S.1	5:Del:M:5	0.4597082343747356	0.5402917656252644	0.0	0.0	0.0	0.0	0.0	0.0
